"Plot Title: site8km"
"#","Date Time, GMT-06:00","Voltage, V (LGR S/N: 21623140, SEN S/N: 21378802)","Current, mA (LGR S/N: 21623140, SEN S/N: 21378802)","Wind Speed, m/s (LGR S/N: 21623140, SEN S/N: 21534757)","Gust Speed, m/s (LGR S/N: 21623140, SEN S/N: 21534757)","Wind Direction, ø (LGR S/N: 21623140, SEN S/N: 21534757)","Temp, °C (LGR S/N: 21623140, SEN S/N: 21549913)","RH, % (LGR S/N: 21623140, SEN S/N: 21549913)","Pressure, mbar (LGR S/N: 21623140, SEN S/N: 21569227)"
76,04/01/23 01:55:51 AM,-0.2039,0.0000,0.67,1.00,98.3,-1.852,99.997,838.950
77,04/01/23 02:05:51 AM,-0.2039,0.0000,0.33,0.67,98.3,-1.815,99.997,838.950
78,04/01/23 02:15:51 AM,-0.2039,0.0000,0.33,1.00,98.3,-1.815,99.997,838.950
79,04/01/23 02:25:51 AM,-0.2039,0.0000,0.33,1.00,98.3,-1.791,99.997,838.850
80,04/01/23 02:35:51 AM,-0.2039,0.0000,0.00,0.67,98.3,-1.767,99.997,838.850
81,04/01/23 02:45:51 AM,-0.2039,0.0000,0.67,1.34,98.3,-1.772,99.997,838.850
82,04/01/23 02:55:51 AM,-0.2039,0.0000,0.00,1.00,98.3,-1.796,99.997,838.850
83,04/01/23 03:05:51 AM,-0.2039,0.0000,0.33,1.00,98.3,-1.825,99.997,838.750
84,04/01/23 03:15:51 AM,-0.2039,0.0000,0.33,1.00,98.3,-1.815,99.997,838.650
85,04/01/23 03:25:51 AM,-0.2039,0.0000,0.33,0.67,98.3,-1.796,99.997,838.650
86,04/01/23 03:35:51 AM,-0.2039,0.0000,0.00,0.00,98.3,-1.825,99.997,838.550
87,04/01/23 03:45:51 AM,-0.2039,0.0000,0.00,0.67,98.3,-1.817,99.997,838.450
88,04/01/23 03:55:51 AM,-0.2039,0.0000,0.33,0.67,98.3,-1.804,99.997,838.350
89,04/01/23 04:05:51 AM,-0.2039,0.0000,0.67,1.00,122.1,-1.820,99.997,838.250
90,04/01/23 04:15:51 AM,-0.2039,0.0000,0.33,1.00,171.3,-1.804,99.997,838.250
91,04/01/23 04:25:51 AM,-0.2039,0.0000,0.67,1.00,223.2,-1.740,99.997,838.050
92,04/01/23 04:35:51 AM,-0.2039,0.0000,1.00,1.34,353.8,-1.683,99.997,838.050
93,04/01/23 04:45:51 AM,-0.2039,0.0000,1.00,1.67,355.2,-1.632,99.997,837.950
94,04/01/23 04:55:51 AM,-0.2039,0.0000,0.33,1.00,5.6,-1.600,99.997,837.850
95,04/01/23 05:05:51 AM,-0.2039,0.0000,0.67,1.00,73.0,-1.643,99.997,837.950
96,04/01/23 05:15:51 AM,-0.2039,0.0000,0.67,1.34,108.1,-1.686,99.997,837.850
97,04/01/23 05:25:51 AM,-0.2039,0.0000,0.67,1.00,110.9,-1.705,99.997,837.750
98,04/01/23 05:35:51 AM,-0.2039,0.0000,0.67,1.00,109.5,-1.721,99.997,837.750
99,04/01/23 05:45:51 AM,-0.2039,0.0000,0.67,1.00,109.5,-1.756,99.997,837.750
100,04/01/23 05:55:51 AM,-0.2039,0.0000,0.67,1.00,109.5,-1.748,99.997,837.650
101,04/01/23 06:05:51 AM,-0.2039,0.0000,0.33,0.67,109.5,-1.740,99.997,837.650
102,04/01/23 06:15:51 AM,-0.2039,0.0000,0.33,0.67,110.9,-1.758,99.997,837.650
103,04/01/23 06:25:51 AM,-0.2039,0.0000,0.33,0.67,109.5,-1.785,99.997,837.550
104,04/01/23 06:35:51 AM,-0.2039,0.0000,0.33,0.67,109.5,-1.796,99.997,837.450
105,04/01/23 06:45:51 AM,-0.2039,0.0000,0.67,1.00,109.5,-1.825,99.997,837.450
106,04/01/23 06:55:51 AM,-0.2039,0.0000,1.00,1.67,115.1,-1.890,99.997,837.250
107,04/01/23 07:05:51 AM,-0.2039,0.0000,1.00,1.34,132.0,-1.962,99.997,837.250
108,04/01/23 07:15:51 AM,-0.2039,0.0000,0.67,1.00,132.0,-1.933,99.997,837.250
109,04/01/23 07:25:51 AM,-0.2039,0.0000,0.33,0.67,132.0,-1.911,99.997,837.250
110,04/01/23 07:35:51 AM,-0.2039,0.0000,0.67,1.34,130.6,-1.852,99.997,837.350
111,04/01/23 07:45:51 AM,-0.2039,0.0000,0.67,1.34,124.9,-1.817,99.997,837.350
112,04/01/23 07:55:51 AM,-0.2039,0.0000,0.33,0.67,124.9,-1.662,99.997,837.350
113,04/01/23 08:05:51 AM,-0.2039,0.0000,0.67,1.00,124.9,-1.407,99.997,837.250
114,04/01/23 08:15:51 AM,-0.2039,0.0000,0.67,1.34,110.9,-1.136,99.997,837.150
115,04/01/23 08:25:51 AM,-0.2039,0.0000,1.00,1.67,95.5,-1.013,99.997,837.250
116,04/01/23 08:35:51 AM,-0.2039,0.0000,1.00,2.34,105.3,-0.852,99.953,837.250
117,04/01/23 08:45:51 AM,-0.2039,0.0000,1.00,2.00,113.7,-0.383,98.415,837.250
118,04/01/23 08:55:51 AM,-0.2039,0.0000,1.67,2.67,113.7,-0.045,95.871,837.050
119,04/01/23 09:05:51 AM,-0.2039,0.0000,2.00,3.01,174.1,0.394,90.448,836.950
120,04/01/23 09:15:51 AM,-0.2039,0.0000,2.00,3.34,182.5,0.705,87.314,836.750
121,04/01/23 09:25:51 AM,-0.2039,0.0000,1.34,2.34,146.0,1.866,83.549,836.650
122,04/01/23 09:35:51 AM,-0.2039,0.0000,1.00,1.67,124.9,2.861,76.963,836.550
123,04/01/23 09:45:51 AM,-0.2039,0.0000,0.67,2.67,214.8,2.920,75.398,836.550
124,04/01/23 09:55:51 AM,-0.2039,0.0000,3.34,5.01,234.5,1.772,76.158,836.450
125,04/01/23 10:05:51 AM,-0.2039,0.0000,4.01,5.68,233.1,1.563,77.217,836.450
126,04/01/23 10:15:51 AM,-0.2039,0.0000,4.01,5.68,237.3,1.652,76.358,836.450
127,04/01/23 10:25:51 AM,-0.2039,0.0000,4.01,6.68,235.9,1.453,78.177,836.450
128,04/01/23 10:35:51 AM,-0.2039,0.0000,4.34,6.01,238.7,0.941,82.472,836.450
129,04/01/23 10:45:51 AM,-0.2039,0.0000,4.34,6.01,240.1,0.633,86.070,836.450
130,04/01/23 10:55:51 AM,-0.2039,0.0000,4.68,7.01,242.9,0.571,87.831,836.350
131,04/01/23 11:05:51 AM,-0.2039,0.0000,3.01,4.68,244.3,0.925,87.572,836.350
132,04/01/23 11:15:51 AM,-0.2039,0.0000,2.00,3.01,262.5,1.373,86.410,836.450
133,04/01/23 11:25:51 AM,-0.2039,0.0000,3.01,4.68,248.5,1.306,86.538,836.350
134,04/01/23 11:35:51 AM,-0.2039,0.0000,3.34,4.68,251.3,1.327,87.201,836.250
135,04/01/23 11:45:51 AM,-0.2039,0.0000,1.67,3.01,301.8,1.703,86.067,836.250
136,04/01/23 11:55:51 AM,-0.2039,0.0000,1.00,2.67,300.4,2.293,83.825,836.250
137,04/01/23 12:05:51 PM,-0.2039,0.0000,1.00,4.01,300.4,3.260,79.902,836.150
138,04/01/23 12:15:51 PM,-0.2039,0.0000,2.67,3.34,254.1,2.571,82.533,836.050
139,04/01/23 12:25:51 PM,-0.2039,0.0000,2.67,3.34,221.8,2.443,82.605,835.950
140,04/01/23 12:35:51 PM,-0.2039,0.0000,3.67,4.68,217.6,2.242,82.873,835.950
141,04/01/23 12:45:51 PM,-0.2039,0.0000,2.67,4.68,220.4,2.732,81.122,835.950
142,04/01/23 12:55:51 PM,-0.2039,0.0000,2.67,4.68,230.2,3.038,78.299,835.750
143,04/01/23 01:05:51 PM,-0.2039,0.0000,1.67,3.01,235.9,4.625,71.867,835.550
144,04/01/23 01:15:51 PM,-0.2039,0.0000,4.01,6.01,265.3,3.754,73.004,835.550
145,04/01/23 01:25:51 PM,-0.2039,0.0000,4.68,6.35,265.3,3.362,75.051,835.350
146,04/01/23 01:35:51 PM,-0.2039,0.0000,3.67,5.01,275.2,3.923,72.428,835.150
147,04/01/23 01:45:51 PM,-0.2039,0.0000,6.01,8.35,255.5,3.646,73.758,834.850
148,04/01/23 01:55:51 PM,-0.2039,0.0000,7.35,9.35,245.7,3.268,76.765,834.650
149,04/01/23 02:05:51 PM,-0.2039,0.0000,6.35,9.68,237.3,3.150,79.768,834.550
150,04/01/23 02:15:51 PM,-0.2039,0.0000,5.01,7.35,227.4,3.732,76.951,834.150
151,04/01/23 02:25:51 PM,-0.2039,0.0000,7.01,9.68,235.9,4.402,71.965,833.750
152,04/01/23 02:35:51 PM,-0.2039,0.0000,7.01,9.68,238.7,4.330,72.251,833.550
153,04/01/23 02:45:51 PM,-0.2039,0.0000,6.68,9.35,238.7,3.982,72.934,833.650
154,04/01/23 02:55:51 PM,-0.2039,0.0000,6.68,9.35,241.5,3.585,76.352,833.650
155,04/01/23 03:05:51 PM,-0.2039,0.0000,5.34,8.35,244.3,3.134,81.854,833.750
156,04/01/23 03:15:51 PM,-0.2039,0.0000,7.68,14.69,268.1,2.419,86.110,833.850
157,04/01/23 03:25:51 PM,-0.2039,0.0000,11.02,14.03,283.6,1.242,92.012,833.750
158,04/01/23 03:35:51 PM,-0.2039,0.0000,9.02,11.02,282.2,0.662,95.604,833.850
159,04/01/23 03:45:51 PM,-0.2039,0.0000,9.02,12.36,282.2,0.579,96.393,833.750
160,04/01/23 03:55:51 PM,-0.2039,0.0000,10.35,15.03,283.6,0.408,96.194,833.650
161,04/01/23 04:05:51 PM,-0.2039,0.0000,10.35,14.03,286.4,-0.273,95.769,833.650
162,04/01/23 04:15:51 PM,-0.2039,0.0000,9.68,12.02,286.4,-0.595,95.660,833.750
163,04/01/23 04:25:51 PM,-0.2039,0.0000,10.35,12.69,293.4,-1.094,95.569,833.850
164,04/01/23 04:35:51 PM,-0.2039,0.0000,9.35,11.69,296.2,-1.354,95.424,834.150
165,04/01/23 04:45:51 PM,-0.2039,0.0000,8.02,10.02,293.4,-1.472,95.473,834.250
166,04/01/23 04:55:51 PM,-0.2039,0.0000,8.35,10.02,292.0,-1.560,95.096,834.450
167,04/01/23 05:05:51 PM,-0.2039,0.0000,8.35,10.69,299.0,-1.557,94.690,834.450
168,04/01/23 05:15:51 PM,-0.2039,0.0000,10.02,13.02,306.1,-1.654,94.087,834.350
169,04/01/23 05:25:51 PM,-0.2039,0.0000,10.02,11.69,308.9,-1.718,93.719,834.250
170,04/01/23 05:35:51 PM,-0.2039,0.0000,9.68,11.69,311.7,-1.976,94.165,834.450
171,04/01/23 05:45:51 PM,-0.2039,0.0000,9.35,11.35,308.9,-1.976,93.310,834.650
172,04/01/23 05:55:51 PM,-0.2039,0.0000,8.02,10.02,299.0,-1.871,93.109,835.150
173,04/01/23 06:05:51 PM,-0.2039,0.0000,7.68,11.35,304.7,-2.040,93.698,835.150
174,04/01/23 06:15:51 PM,-0.2039,0.0000,8.68,10.35,310.3,-2.083,92.535,834.850
175,04/01/23 06:25:51 PM,-0.2039,0.0000,8.35,10.02,310.3,-2.450,93.550,834.950
176,04/01/23 06:35:51 PM,-0.2039,0.0000,8.02,9.68,308.9,-2.482,94.131,834.850
177,04/01/23 06:45:51 PM,-0.2039,0.0000,7.01,8.68,304.7,-2.378,93.787,835.050
178,04/01/23 06:55:51 PM,-0.2039,0.0000,6.01,7.35,296.2,-2.254,92.947,835.150
179,04/01/23 07:05:51 PM,-0.2039,0.0000,6.01,7.01,286.4,-2.308,92.358,835.250
180,04/01/23 07:15:51 PM,-0.2039,0.0000,6.01,6.68,289.2,-2.295,91.788,835.450
181,04/01/23 07:25:51 PM,-0.2039,0.0000,5.68,6.35,294.8,-2.356,91.012,835.450
182,04/01/23 07:35:51 PM,-0.2039,0.0000,5.68,6.35,304.7,-2.563,90.668,835.250
183,04/01/23 07:45:51 PM,-0.2039,0.0000,5.68,6.35,300.4,-2.488,89.123,835.250
184,04/01/23 07:55:51 PM,-0.2039,0.0000,6.01,7.01,300.4,-2.909,90.607,835.350
185,04/01/23 08:05:51 PM,-0.2039,0.0000,6.35,7.01,301.8,-3.528,91.269,835.450
186,04/01/23 08:15:51 PM,-0.2039,0.0000,7.01,7.68,308.9,-4.115,92.050,835.350
187,04/01/23 08:25:51 PM,-0.2039,0.0000,6.35,7.35,306.1,-4.206,91.594,835.350
188,04/01/23 08:35:51 PM,-0.2039,0.0000,6.01,7.01,306.1,-4.153,91.505,835.450
189,04/01/23 08:45:51 PM,-0.2039,0.0000,6.35,7.01,300.4,-3.791,90.993,835.450
190,04/01/23 08:55:51 PM,-0.2039,0.0000,6.01,7.68,293.4,-3.726,90.826,835.650
191,04/01/23 09:05:51 PM,-0.2039,0.0000,6.35,7.68,290.6,-3.740,90.253,835.850
192,04/01/23 09:15:51 PM,-0.2039,0.0000,5.68,6.35,292.0,-4.078,90.777,836.050
193,04/01/23 09:25:51 PM,-0.2039,0.0000,5.68,6.68,292.0,-4.000,90.236,836.150
194,04/01/23 09:35:51 PM,-0.2039,0.0000,5.68,6.68,300.4,-4.260,90.996,836.250
195,04/01/23 09:45:51 PM,-0.2039,0.0000,5.01,6.01,297.6,-4.407,91.360,836.250
196,04/01/23 09:55:51 PM,-0.2039,0.0000,5.68,6.35,287.8,-4.236,91.553,836.350
197,04/01/23 10:05:51 PM,-0.2039,0.0000,5.34,6.35,279.4,-4.112,91.066,836.450
198,04/01/23 10:15:51 PM,-0.2039,0.0000,4.68,5.68,286.4,-4.919,91.746,836.650
199,04/01/23 10:25:51 PM,-0.2039,0.0000,4.01,4.68,286.4,-4.844,92.325,836.550
200,04/01/23 10:35:51 PM,-0.2039,0.0000,4.34,4.68,275.2,-3.834,90.506,836.750
201,04/01/23 10:45:51 PM,-0.2039,0.0000,3.67,4.68,262.5,-5.064,89.099,836.850
202,04/01/23 10:55:51 PM,-0.2039,0.0000,4.01,4.34,265.3,-5.107,92.079,836.750
203,04/01/23 11:05:51 PM,-0.2039,0.0000,4.01,4.68,282.2,-3.834,91.936,836.750
204,04/01/23 11:15:51 PM,-0.2039,0.0000,4.01,5.01,271.0,-3.402,89.700,836.750
205,04/01/23 11:25:51 PM,-0.2039,0.0000,4.01,4.68,252.7,-4.962,91.424,836.850
206,04/01/23 11:35:51 PM,-0.2039,0.0000,3.67,4.01,259.7,-4.603,91.254,836.650
207,04/01/23 11:45:51 PM,-0.2039,0.0000,3.34,4.01,262.5,-4.069,90.752,836.550
208,04/01/23 11:55:51 PM,-0.2039,0.0000,3.01,3.34,266.7,-3.807,90.854,836.550
209,04/02/23 12:05:51 AM,-0.2039,0.0000,3.01,3.67,279.4,-3.308,91.820,836.450
210,04/02/23 12:15:51 AM,-0.2039,0.0000,3.34,3.67,286.4,-2.909,91.194,836.550
211,04/02/23 12:25:51 AM,-0.2039,0.0000,3.01,3.34,287.8,-3.536,92.219,836.350
212,04/02/23 12:35:51 AM,-0.2039,0.0000,3.34,4.01,292.0,-3.831,92.515,836.150
213,04/02/23 12:45:51 AM,-0.2039,0.0000,4.01,4.34,290.6,-4.292,93.626,836.250
214,04/02/23 12:55:51 AM,-0.2039,0.0000,4.01,4.34,292.0,-4.021,93.529,836.250
215,04/02/23 01:05:51 AM,-0.2039,0.0000,3.67,5.01,315.9,-4.801,94.096,836.250
216,04/02/23 01:15:51 AM,-0.2039,0.0000,4.01,4.68,332.7,-4.565,93.988,836.250
217,04/02/23 01:25:51 AM,-0.2039,0.0000,3.67,4.34,329.9,-4.761,93.921,836.250
218,04/02/23 01:35:51 AM,-0.2039,0.0000,3.01,4.01,318.7,-4.761,94.525,836.150
219,04/02/23 01:45:51 AM,-0.2039,0.0000,4.01,4.34,290.6,-3.952,92.209,836.050
220,04/02/23 01:55:51 AM,-0.2039,0.0000,4.34,5.01,289.2,-3.600,91.365,836.050
221,04/02/23 02:05:51 AM,-0.2039,0.0000,4.01,4.68,290.6,-3.399,92.673,835.950
222,04/02/23 02:15:51 AM,-0.2039,0.0000,4.01,4.34,292.0,-3.187,92.346,836.050
223,04/02/23 02:25:51 AM,-0.2039,0.0000,3.67,4.34,293.4,-2.946,90.739,835.950
224,04/02/23 02:35:51 AM,-0.2039,0.0000,3.67,4.34,290.6,-3.056,90.707,835.950
225,04/02/23 02:45:51 AM,-0.2039,0.0000,3.67,4.34,289.2,-3.155,91.792,835.950
226,04/02/23 02:55:51 AM,-0.2039,0.0000,3.67,4.34,287.8,-2.884,90.317,835.850
227,04/02/23 03:05:51 AM,-0.2039,0.0000,3.34,4.01,290.6,-2.898,90.491,835.750
228,04/02/23 03:15:51 AM,-0.2039,0.0000,3.34,4.01,306.1,-3.169,92.055,835.750
229,04/02/23 03:25:51 AM,-0.2039,0.0000,3.67,4.01,315.9,-3.284,92.784,835.650
230,04/02/23 03:35:51 AM,-0.2039,0.0000,3.67,4.01,311.7,-3.464,93.364,835.550
231,04/02/23 03:45:51 AM,-0.2039,0.0000,3.67,4.34,299.0,-3.531,93.428,835.550
232,04/02/23 03:55:51 AM,-0.2039,0.0000,3.67,4.34,300.4,-3.241,93.083,835.450
233,04/02/23 04:05:51 AM,-0.2039,0.0000,4.01,4.68,306.1,-3.338,93.703,835.450
234,04/02/23 04:15:51 AM,-0.2039,0.0000,4.34,5.34,296.2,-3.045,92.685,835.450
235,04/02/23 04:25:51 AM,-0.2039,0.0000,4.68,5.68,292.0,-2.866,91.925,835.450
236,04/02/23 04:35:51 AM,-0.2039,0.0000,4.68,5.34,290.6,-2.933,92.267,835.350
237,04/02/23 04:45:51 AM,-0.2039,0.0000,5.01,6.01,290.6,-2.871,92.622,835.450
238,04/02/23 04:55:51 AM,-0.2039,0.0000,5.68,6.68,286.4,-2.737,92.351,835.450
239,04/02/23 05:05:51 AM,-0.2039,0.0000,5.01,6.01,290.6,-2.753,92.424,835.450
240,04/02/23 05:15:51 AM,-0.2039,0.0000,5.68,7.01,289.2,-2.544,91.174,835.650
241,04/02/23 05:25:51 AM,-0.2039,0.0000,5.68,7.01,301.8,-2.651,91.588,835.550
242,04/02/23 05:35:51 AM,-0.2039,0.0000,5.68,6.68,301.8,-2.793,92.673,835.650
243,04/02/23 05:45:51 AM,-0.2039,0.0000,5.68,6.68,301.8,-2.903,93.014,835.550
244,04/02/23 05:55:51 AM,-0.2039,0.0000,5.34,6.35,300.4,-3.102,93.336,835.550
245,04/02/23 06:05:51 AM,-0.2039,0.0000,5.34,6.35,301.8,-3.284,93.626,835.450
246,04/02/23 06:15:51 AM,-0.2039,0.0000,5.34,6.35,304.7,-3.367,93.428,835.450
247,04/02/23 06:25:51 AM,-0.2039,0.0000,5.68,6.35,308.9,-3.541,93.068,835.350
248,04/02/23 06:35:51 AM,-0.2039,0.0000,5.01,6.01,310.3,-3.791,93.776,835.350
249,04/02/23 06:45:51 AM,-0.2039,0.0000,5.01,6.01,299.0,-3.619,93.269,835.450
250,04/02/23 06:55:51 AM,-0.2039,0.0000,5.01,6.01,289.2,-3.616,92.630,835.450
251,04/02/23 07:05:51 AM,-0.2039,0.0000,4.68,5.01,282.2,-3.855,92.123,835.450
252,04/02/23 07:15:51 AM,-0.2039,0.0000,5.01,5.68,290.6,-3.981,92.181,835.350
253,04/02/23 07:25:51 AM,-0.2039,0.0000,4.68,5.68,296.2,-4.351,92.975,835.350
254,04/02/23 07:35:51 AM,-0.2039,0.0000,5.34,6.35,287.8,-3.968,92.448,835.450
