"Plot Title: site8km2026"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21623140, SEN S/N: 21549913)","RH, % (LGR S/N: 21623140, SEN S/N: 21549913)","Wind Speed, m/s (LGR S/N: 21623140, SEN S/N: 21550053)","Gust Speed, m/s (LGR S/N: 21623140, SEN S/N: 21550053)","Wind Direction, ø (LGR S/N: 21623140, SEN S/N: 21550053)","Pressure, mbar (LGR S/N: 21623140, SEN S/N: 21569227)"
105,10/30/25 06:17:29 AM,-3.898,94.115,2.34,2.67,262.5,841.450
106,10/30/25 06:27:29 AM,-3.850,94.067,2.00,2.67,261.1,841.450
107,10/30/25 06:37:29 AM,-3.815,93.973,2.34,2.67,258.3,841.550
108,10/30/25 06:47:29 AM,-3.531,93.330,2.67,3.01,256.9,841.450
109,10/30/25 06:57:29 AM,-3.330,92.357,2.67,3.01,258.3,841.450
110,10/30/25 07:07:29 AM,-3.273,91.972,2.67,3.34,256.9,841.450
111,10/30/25 07:17:29 AM,-3.614,92.042,2.34,3.01,262.5,841.350
112,10/30/25 07:27:29 AM,-3.807,92.230,2.34,3.01,265.3,841.350
113,10/30/25 07:37:29 AM,-3.464,91.138,2.67,3.01,262.5,841.250
114,10/30/25 07:47:29 AM,-3.729,90.677,2.67,3.34,265.3,841.250
115,10/30/25 07:57:29 AM,-4.359,92.544,2.34,3.01,262.5,841.350
116,10/30/25 08:07:29 AM,-4.517,93.411,2.67,3.01,259.7,841.350
117,10/30/25 08:17:29 AM,-4.477,93.858,2.34,3.01,258.3,841.350
118,10/30/25 08:27:29 AM,-4.078,92.488,2.34,3.01,259.7,841.250
119,10/30/25 08:37:29 AM,-3.587,91.084,2.00,2.34,258.3,841.350
120,10/30/25 08:47:29 AM,-3.002,90.097,2.00,2.34,258.3,841.350
121,10/30/25 08:57:29 AM,-2.166,88.745,1.67,2.00,259.7,841.350
122,10/30/25 09:07:29 AM,-1.236,87.407,1.34,2.00,259.7,841.350
123,10/30/25 09:17:29 AM,-0.123,85.274,1.00,1.34,262.5,841.450
124,10/30/25 09:27:29 AM,1.051,82.998,0.33,1.00,263.9,841.450
125,10/30/25 09:37:29 AM,3.402,75.024,0.00,0.33,263.9,841.450
126,10/30/25 09:47:29 AM,4.083,73.344,0.33,1.00,331.3,841.350
127,10/30/25 09:57:29 AM,3.633,73.838,0.00,0.67,355.2,841.350
128,10/30/25 10:07:29 AM,3.526,75.305,0.33,1.67,9.8,841.250
129,10/30/25 10:17:29 AM,3.397,75.982,1.00,1.34,19.7,841.350
130,10/30/25 10:27:29 AM,4.180,73.036,0.67,1.34,11.2,841.350
131,10/30/25 10:37:29 AM,5.279,69.012,1.00,2.00,42.1,841.350
132,10/30/25 10:47:29 AM,5.842,67.355,1.00,2.34,63.2,841.450
133,10/30/25 10:57:29 AM,5.081,68.678,1.34,2.34,81.4,841.450
134,10/30/25 11:07:29 AM,6.293,63.355,1.34,2.67,57.6,841.350
135,10/30/25 11:17:29 AM,6.705,62.364,1.34,2.34,54.8,841.350
136,10/30/25 11:27:29 AM,6.255,63.301,1.67,3.34,75.8,841.350
137,10/30/25 11:37:29 AM,7.309,60.708,1.67,2.67,60.4,841.250
138,10/30/25 11:47:29 AM,6.925,58.901,2.67,4.68,63.2,841.050
139,10/30/25 11:57:29 AM,7.027,57.690,3.34,5.68,59.0,840.950
140,10/30/25 12:07:29 PM,7.330,56.968,3.34,5.34,59.0,840.950
141,10/30/25 12:17:29 PM,7.349,56.500,4.01,6.01,64.6,840.850
142,10/30/25 12:27:29 PM,7.944,55.628,3.34,5.68,64.6,840.650
143,10/30/25 12:37:29 PM,7.644,56.968,3.67,6.01,66.0,840.650
144,10/30/25 12:47:29 PM,7.965,57.925,3.34,5.01,56.2,840.550
145,10/30/25 12:57:29 PM,8.370,57.288,3.01,5.01,71.6,840.450
