"Plot Title: site10km"
"#","Date Time, GMT-06:00","Voltage, V (LGR S/N: 21623137, SEN S/N: 21378799)","Current, mA (LGR S/N: 21623137, SEN S/N: 21378799)","Temp, °C (LGR S/N: 21623137, SEN S/N: 21549914)","RH, % (LGR S/N: 21623137, SEN S/N: 21549914)","Wind Speed, m/s (LGR S/N: 21623137, SEN S/N: 21550052)","Gust Speed, m/s (LGR S/N: 21623137, SEN S/N: 21550052)","Wind Direction, ø (LGR S/N: 21623137, SEN S/N: 21550052)","Pressure, mbar (LGR S/N: 21623137, SEN S/N: 21569223)"
1,09/15/23 12:25:47 PM,-0.2039,0.0000,23.799,15.315,0.00,0.00,355.2,843.650
2,09/15/23 12:35:47 PM,-0.2039,0.0000,23.301,31.342,0.00,0.00,355.2,843.550
3,09/15/23 12:45:47 PM,-0.2039,0.0000,23.912,29.987,0.00,0.00,355.2,843.450
4,09/15/23 12:55:47 PM,-0.2039,0.0000,24.392,29.874,0.00,0.00,355.2,843.350
5,09/15/23 01:05:47 PM,-0.2039,0.0000,23.657,29.174,0.00,0.00,355.2,843.350
6,09/15/23 01:15:47 PM,-0.2039,0.0000,24.255,28.861,0.00,0.00,355.2,843.150
7,09/15/23 01:25:47 PM,-0.2039,0.0000,24.515,27.875,0.00,0.00,355.2,843.150
8,09/15/23 01:35:47 PM,-0.2039,0.0000,24.092,27.532,0.00,0.00,355.2,843.150
9,09/15/23 01:45:47 PM,-0.2039,0.0000,24.226,26.961,0.00,0.00,355.2,843.050
10,09/15/23 01:55:47 PM,-0.2039,0.0000,24.773,25.222,0.00,0.00,355.2,842.950
11,09/15/23 02:05:47 PM,-0.2039,0.0000,25.124,25.786,0.00,0.00,355.2,842.850
12,09/15/23 02:15:47 PM,-0.2039,0.0000,24.952,25.760,0.00,0.00,355.2,842.750
13,09/15/23 02:25:47 PM,-0.2039,0.0000,25.585,24.640,0.00,0.00,355.2,842.650
14,09/15/23 02:35:47 PM,-0.2039,0.0000,24.856,24.625,0.00,0.00,355.2,842.550
15,09/15/23 02:45:47 PM,-0.2039,0.0000,25.218,23.702,0.00,0.00,355.2,842.550
16,09/15/23 02:55:47 PM,-0.2039,0.0000,24.987,22.409,0.00,0.00,355.2,842.250
17,09/15/23 03:05:47 PM,-0.2039,0.0000,25.698,22.370,0.00,0.00,355.2,841.950
18,09/15/23 03:15:47 PM,-0.2039,0.0000,25.301,22.411,0.00,0.00,353.8,841.850
19,09/15/23 03:25:47 PM,-0.2039,0.0000,26.046,21.915,0.00,0.00,355.2,841.550
20,09/15/23 03:35:47 PM,-0.2039,0.0000,25.148,23.647,0.00,0.00,355.2,841.350
21,09/15/23 03:45:47 PM,-0.2039,0.0000,25.033,23.359,0.00,0.00,355.2,840.550
22,09/15/23 03:55:47 PM,-0.2039,0.0000,25.606,22.899,0.00,0.00,355.2,840.250
23,09/15/23 04:05:47 PM,-0.2039,0.0000,26.151,22.043,0.00,0.00,355.2,840.250
24,09/15/23 04:15:47 PM,-0.2039,0.0000,25.566,22.104,0.00,0.00,355.2,840.550
25,09/15/23 04:25:47 PM,-0.2039,0.0000,26.295,20.391,0.00,0.00,355.2,840.250
26,09/15/23 04:35:47 PM,-0.2039,0.0000,26.017,20.800,0.00,0.00,355.2,840.050
27,09/15/23 04:45:47 PM,-0.2039,0.0000,25.933,21.091,0.00,0.00,355.2,840.050
28,09/15/23 04:55:47 PM,-0.2039,0.0000,25.513,21.590,0.00,0.00,355.2,840.150
29,09/15/23 05:05:47 PM,-0.2039,0.0000,25.325,21.650,0.00,0.00,355.2,840.150
30,09/15/23 05:15:47 PM,-0.2039,0.0000,25.456,21.529,0.00,0.00,355.2,840.050
31,09/15/23 05:25:47 PM,-0.2039,0.0000,25.714,21.015,0.00,0.00,355.2,839.850
32,09/15/23 05:35:47 PM,-0.2039,0.0000,25.689,21.155,0.00,0.00,355.2,839.850
33,09/15/23 05:45:47 PM,-0.2039,0.0000,25.454,21.707,0.00,0.00,355.2,839.750
34,09/15/23 05:55:47 PM,-0.2039,0.0000,25.108,21.714,0.00,0.00,355.2,839.850
35,09/15/23 06:05:47 PM,-0.2039,0.0000,25.558,21.688,0.00,0.00,355.2,839.850
36,09/15/23 06:15:47 PM,-0.2039,0.0000,25.293,21.779,0.00,0.00,355.2,839.850
37,09/15/23 06:25:47 PM,-0.2039,0.0000,24.931,22.419,0.00,0.00,355.2,840.050
38,09/15/23 06:35:47 PM,-0.2039,0.0000,24.593,23.815,0.00,0.00,355.2,839.850
39,09/15/23 06:45:47 PM,-0.2039,0.0000,24.298,24.179,0.00,0.00,355.2,839.850
40,09/15/23 06:55:47 PM,-0.2039,0.0000,23.968,24.839,0.00,0.00,355.2,839.950
41,09/15/23 07:05:47 PM,-0.2039,0.0000,23.537,25.229,0.00,0.00,355.2,840.050
42,09/15/23 07:15:47 PM,-0.2039,0.0000,23.014,26.383,0.00,0.00,355.2,840.250
43,09/15/23 07:25:47 PM,-0.2039,0.0000,22.437,27.684,0.00,0.00,355.2,840.450
44,09/15/23 07:35:47 PM,-0.2039,0.0000,21.445,30.118,0.00,0.00,355.2,840.750
45,09/15/23 07:45:47 PM,-0.2039,0.0000,19.936,32.921,0.00,0.00,355.2,841.450
46,09/15/23 07:55:47 PM,-0.2039,0.0000,18.668,34.556,0.00,0.00,355.2,841.850
47,09/15/23 08:05:47 PM,-0.2039,0.0000,17.636,35.843,0.00,0.00,355.2,841.950
48,09/15/23 08:15:47 PM,-0.2039,0.0000,17.719,34.989,0.00,0.00,355.2,842.050
49,09/15/23 08:25:47 PM,-0.2039,0.0000,16.094,38.683,0.00,0.00,355.2,842.050
50,09/15/23 08:35:47 PM,-0.2039,0.0000,15.097,40.583,0.00,0.00,355.2,842.150
51,09/15/23 08:45:47 PM,-0.2039,0.0000,15.295,39.646,0.00,0.00,355.2,842.150
52,09/15/23 08:55:47 PM,-0.2039,0.0000,15.247,39.228,0.00,0.00,355.2,842.250
53,09/15/23 09:05:47 PM,-0.2039,0.0000,14.939,38.914,0.00,0.00,355.2,842.350
54,09/15/23 09:15:47 PM,-0.2039,0.0000,14.823,37.845,0.00,0.00,355.2,842.350
55,09/15/23 09:25:47 PM,-0.2039,0.0000,14.199,38.370,0.00,0.00,355.2,842.350
56,09/15/23 09:35:47 PM,-0.2039,0.0000,14.059,38.022,0.00,0.00,355.2,842.450
57,09/15/23 09:45:47 PM,-0.2039,0.0000,13.957,38.408,0.00,0.00,355.2,842.450
58,09/15/23 09:55:47 PM,-0.2039,0.0000,13.660,39.663,0.00,0.00,355.2,842.450
59,09/15/23 10:05:47 PM,-0.2039,0.0000,14.092,39.513,0.00,0.00,355.2,842.450
60,09/15/23 10:15:47 PM,-0.2039,0.0000,14.092,39.904,0.00,0.00,355.2,842.550
61,09/15/23 10:25:47 PM,-0.2039,0.0000,13.432,41.079,0.00,0.00,355.2,842.550
62,09/15/23 10:35:47 PM,-0.2039,0.0000,12.049,44.953,0.00,0.00,355.2,842.550
63,09/15/23 10:45:47 PM,-0.2039,0.0000,12.255,45.693,0.00,0.00,355.2,842.550
64,09/15/23 10:55:47 PM,-0.2039,0.0000,12.022,46.207,0.00,0.00,355.2,842.550
65,09/15/23 11:05:47 PM,-0.2039,0.0000,12.287,45.519,0.00,0.00,355.2,842.550
