"Plot Title: site1km"
"#","Date Time, GMT-06:00","Pressure, mbar (LGR S/N: 21623136, SEN S/N: 21318865)","Wind Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Gust Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Wind Direction, ø (LGR S/N: 21623136, SEN S/N: 21534756)","Temp, °C (LGR S/N: 21623136, SEN S/N: 21549906)","RH, % (LGR S/N: 21623136, SEN S/N: 21549906)"
138,10/28/24 11:46:53 AM,828.050,5.01,7.35,255.5,4.427,80.580
139,10/28/24 11:56:53 AM,827.950,5.01,7.01,252.7,4.595,79.586
140,10/28/24 12:06:53 PM,828.050,5.01,7.01,252.7,4.512,79.495
141,10/28/24 12:16:53 PM,827.850,5.01,7.01,251.3,4.646,79.185
142,10/28/24 12:26:53 PM,827.450,5.34,8.02,251.3,4.802,78.656
143,10/28/24 12:36:53 PM,827.250,5.34,7.35,256.9,5.188,76.902
144,10/28/24 12:46:53 PM,827.050,5.01,7.35,258.3,5.349,75.970
145,10/28/24 12:56:53 PM,826.350,6.35,9.02,256.9,5.823,73.591
146,10/28/24 01:06:53 PM,826.350,5.68,8.35,258.3,6.255,71.017
147,10/28/24 01:16:53 PM,826.450,5.34,8.35,272.4,6.172,69.545
148,10/28/24 01:26:53 PM,825.950,5.68,8.68,268.1,6.534,68.237
149,10/28/24 01:36:53 PM,826.050,6.35,8.68,258.3,6.252,67.799
150,10/28/24 01:46:53 PM,826.350,6.01,8.68,262.5,6.496,65.772
151,10/28/24 01:56:53 PM,826.450,5.34,8.35,269.6,5.756,67.796
152,10/28/24 02:06:53 PM,825.950,6.01,9.68,263.9,6.595,64.981
153,10/28/24 02:16:53 PM,826.850,5.34,8.68,268.1,5.866,67.706
154,10/28/24 02:26:53 PM,826.650,5.68,8.35,262.5,5.738,67.944
155,10/28/24 02:36:53 PM,826.750,5.34,8.68,272.4,6.024,65.173
156,10/28/24 02:46:53 PM,826.850,5.34,8.68,262.5,5.614,67.124
157,10/28/24 02:56:53 PM,826.950,5.68,8.02,256.9,5.402,66.700
158,10/28/24 03:06:53 PM,826.850,5.68,9.68,259.7,5.199,68.313
159,10/28/24 03:16:53 PM,826.950,5.34,8.35,282.2,5.786,66.860
160,10/28/24 03:26:53 PM,827.050,5.68,8.68,317.3,4.609,72.915
161,10/28/24 03:36:53 PM,826.650,4.68,7.68,310.3,4.751,73.295
162,10/28/24 03:46:53 PM,826.650,4.34,7.01,307.5,5.730,68.092
163,10/28/24 03:56:53 PM,826.450,4.68,7.01,310.3,5.839,64.816
164,10/28/24 04:06:53 PM,826.850,4.34,7.68,310.3,5.327,64.233
165,10/28/24 04:16:53 PM,826.950,4.01,7.01,314.5,4.955,65.689
166,10/28/24 04:26:53 PM,826.450,4.01,6.68,310.3,5.925,62.603
167,10/28/24 04:36:53 PM,826.250,4.01,6.68,294.8,6.569,60.000
168,10/28/24 04:46:53 PM,826.350,5.01,7.35,314.5,6.263,59.632
169,10/28/24 04:56:53 PM,826.350,5.01,7.01,304.7,6.217,58.546
170,10/28/24 05:06:53 PM,826.450,5.68,8.02,308.9,6.121,57.093
171,10/28/24 05:16:53 PM,826.550,5.34,8.02,285.0,6.145,57.685
172,10/28/24 05:26:53 PM,826.650,5.68,8.02,279.4,5.821,57.069
173,10/28/24 05:36:53 PM,826.950,5.34,8.35,278.0,4.987,59.442
174,10/28/24 05:46:53 PM,827.050,4.68,6.35,265.3,4.343,60.819
175,10/28/24 05:56:53 PM,827.150,5.01,7.35,167.1,4.220,61.936
176,10/28/24 06:06:53 PM,827.250,3.67,5.68,148.8,3.957,64.358
177,10/28/24 06:16:53 PM,827.250,3.67,6.01,127.8,3.882,66.131
178,10/28/24 06:26:53 PM,827.350,3.34,5.68,129.2,3.523,68.098
179,10/28/24 06:36:53 PM,827.350,3.67,5.34,108.1,3.110,69.807
180,10/28/24 06:46:53 PM,827.450,4.01,6.35,113.7,3.041,70.152
181,10/28/24 06:56:53 PM,827.550,5.34,7.68,130.6,2.957,73.170
182,10/28/24 07:06:53 PM,827.650,3.34,6.68,113.7,2.298,75.592
183,10/28/24 07:16:53 PM,827.750,2.67,4.68,127.8,2.070,75.590
184,10/28/24 07:26:53 PM,827.750,2.34,3.67,171.3,1.681,77.845
185,10/28/24 07:36:53 PM,827.750,2.67,4.34,280.8,1.477,79.280
186,10/28/24 07:46:53 PM,827.750,2.00,3.34,283.6,1.011,80.883
187,10/28/24 07:56:53 PM,827.850,2.00,4.01,293.4,0.944,82.388
188,10/28/24 08:06:53 PM,827.850,2.00,3.01,285.0,0.695,83.842
189,10/28/24 08:16:53 PM,827.850,2.00,3.34,299.0,0.330,84.756
190,10/28/24 08:26:53 PM,827.850,1.34,2.34,237.3,0.276,84.489
191,10/28/24 08:36:53 PM,827.850,0.33,1.34,209.2,0.255,84.480
192,10/28/24 08:46:53 PM,827.850,0.33,1.00,160.0,0.137,84.616
193,10/28/24 08:56:53 PM,827.950,1.34,3.34,183.9,0.266,84.317
194,10/28/24 09:06:53 PM,827.950,5.34,9.02,231.6,1.791,83.264
195,10/28/24 09:16:53 PM,827.750,4.68,7.68,303.2,1.019,91.362
196,10/28/24 09:26:53 PM,827.650,2.34,4.34,292.0,0.587,93.681
197,10/28/24 09:36:53 PM,827.550,2.34,3.34,293.4,0.373,93.390
198,10/28/24 09:46:53 PM,827.450,2.67,4.01,299.0,0.488,91.164
199,10/28/24 09:56:53 PM,827.550,2.00,3.67,304.7,0.354,90.353
200,10/28/24 10:06:53 PM,827.550,1.67,2.34,245.7,-0.040,90.903
201,10/28/24 10:16:53 PM,827.650,1.67,2.34,188.1,-0.118,90.631
202,10/28/24 10:26:53 PM,827.650,1.67,2.67,185.3,-0.335,90.764
203,10/28/24 10:36:53 PM,827.750,2.00,2.34,186.7,-0.474,91.206
204,10/28/24 10:46:53 PM,827.750,1.34,2.34,183.9,-0.418,91.243
205,10/28/24 10:56:53 PM,827.750,1.34,3.01,195.1,-0.292,90.832
206,10/28/24 11:06:53 PM,827.850,1.00,1.67,216.2,-0.126,90.192
207,10/28/24 11:16:53 PM,827.750,1.34,2.00,235.9,-0.485,89.880
208,10/28/24 11:26:53 PM,827.850,1.34,2.00,233.1,-0.158,89.676
209,10/28/24 11:36:53 PM,827.850,1.00,2.34,221.8,-0.008,88.704
210,10/28/24 11:46:53 PM,827.850,1.34,2.00,237.3,-0.206,89.744
211,10/28/24 11:56:53 PM,827.750,1.00,1.67,221.8,-1.096,90.436
212,10/29/24 12:06:53 AM,827.750,1.00,1.34,207.8,-1.903,93.838
213,10/29/24 12:16:53 AM,827.750,1.34,2.00,220.4,-0.847,93.568
214,10/29/24 12:26:53 AM,827.650,2.00,2.34,227.4,-0.801,91.949
215,10/29/24 12:36:53 AM,827.450,2.00,2.34,233.1,-0.957,92.372
216,10/29/24 12:46:53 AM,827.350,1.34,2.34,230.2,-0.893,92.708
217,10/29/24 12:56:53 AM,827.250,1.34,1.67,233.1,-0.632,92.462
218,10/29/24 01:06:53 AM,827.250,1.34,2.00,230.2,-0.691,92.139
219,10/29/24 01:16:53 AM,827.150,1.67,2.00,228.8,-0.968,92.511
220,10/29/24 01:26:53 AM,827.150,2.00,2.34,235.9,-1.021,91.633
221,10/29/24 01:36:53 AM,827.150,1.34,1.67,245.7,-0.348,89.833
222,10/29/24 01:46:53 AM,827.150,0.67,1.34,252.7,-1.520,88.826
223,10/29/24 01:56:53 AM,827.150,1.34,3.01,278.0,-1.547,90.762
224,10/29/24 02:06:53 AM,827.250,2.34,3.01,299.0,-3.796,94.449
225,10/29/24 02:16:53 AM,827.250,2.00,2.67,290.6,-2.061,94.710
226,10/29/24 02:26:53 AM,827.250,2.00,3.34,258.3,-1.222,90.553
227,10/29/24 02:36:53 AM,827.150,2.00,2.67,254.1,-1.447,91.186
228,10/29/24 02:46:53 AM,827.050,1.67,2.34,223.2,-1.836,90.063
229,10/29/24 02:56:53 AM,827.150,1.67,2.00,230.2,-1.118,92.114
230,10/29/24 03:06:53 AM,827.150,0.67,2.00,231.6,-2.254,86.537
231,10/29/24 03:16:53 AM,827.150,0.00,0.67,195.1,-5.812,93.307
232,10/29/24 03:26:53 AM,827.050,0.00,1.00,205.0,-5.761,96.951
233,10/29/24 03:36:53 AM,827.050,1.34,2.34,258.3,-3.177,98.744
234,10/29/24 03:46:53 AM,827.050,1.67,2.67,179.7,-1.825,95.174
235,10/29/24 03:56:53 AM,827.050,2.34,3.01,175.5,-1.590,93.405
236,10/29/24 04:06:53 AM,826.950,2.34,3.01,169.9,-1.884,93.556
237,10/29/24 04:16:53 AM,826.950,2.67,3.34,171.3,-1.750,93.977
238,10/29/24 04:26:53 AM,826.750,2.67,3.34,168.5,-1.482,93.898
239,10/29/24 04:36:53 AM,826.750,3.01,4.01,165.7,-1.563,93.774
240,10/29/24 04:46:53 AM,826.750,3.01,4.01,252.7,-2.010,94.369
241,10/29/24 04:56:53 AM,826.650,3.01,4.01,271.0,-2.319,95.094
242,10/29/24 05:06:53 AM,826.550,3.34,4.68,279.4,-2.252,95.285
243,10/29/24 05:16:53 AM,826.550,3.01,4.01,276.6,-2.405,95.650
244,10/29/24 05:26:53 AM,826.650,2.34,3.01,290.6,-2.579,96.077
245,10/29/24 05:36:53 AM,826.650,2.34,3.34,292.0,-2.348,96.114
246,10/29/24 05:46:53 AM,826.750,2.34,3.34,287.8,-2.372,95.734
247,10/29/24 05:56:53 AM,826.650,2.34,3.34,292.0,-2.348,95.584
248,10/29/24 06:06:53 AM,826.650,2.67,3.67,289.2,-2.716,96.014
249,10/29/24 06:16:53 AM,826.550,3.34,4.01,289.2,-2.496,96.396
250,10/29/24 06:26:53 AM,826.550,3.67,4.34,286.4,-2.694,96.423
251,10/29/24 06:36:53 AM,826.450,3.67,4.34,289.2,-3.088,97.812
252,10/29/24 06:46:53 AM,826.450,3.34,4.01,276.6,-3.383,98.221
253,10/29/24 06:56:53 AM,826.550,3.34,4.01,276.6,-3.624,98.437
254,10/29/24 07:06:53 AM,826.650,3.34,4.01,259.7,-3.884,99.097
255,10/29/24 07:16:53 AM,826.650,3.34,4.34,254.1,-3.761,99.896
256,10/29/24 07:26:53 AM,826.650,3.67,4.34,265.3,-3.812,99.997
257,10/29/24 07:36:53 AM,826.650,3.01,3.67,265.3,-3.992,99.997
258,10/29/24 07:46:53 AM,826.650,3.34,4.34,268.1,-3.855,99.828
259,10/29/24 07:56:53 AM,826.650,3.01,3.67,265.3,-3.909,99.498
260,10/29/24 08:06:53 AM,826.650,3.01,4.01,275.2,-3.809,99.503
261,10/29/24 08:16:53 AM,826.650,2.67,3.34,276.6,-3.898,99.379
262,10/29/24 08:26:53 AM,826.650,1.34,2.67,271.0,-3.935,98.680
263,10/29/24 08:36:53 AM,826.750,0.33,1.34,94.1,-4.504,98.224
264,10/29/24 08:46:53 AM,826.650,0.67,1.34,64.6,-3.520,98.100
265,10/29/24 08:56:53 AM,826.550,1.34,2.34,249.9,-2.949,96.173
266,10/29/24 09:06:53 AM,826.550,2.00,3.34,276.6,-2.225,94.766
267,10/29/24 09:16:53 AM,826.550,2.00,3.01,278.0,-1.708,93.567
268,10/29/24 09:26:53 AM,826.450,3.01,4.01,249.9,-1.632,92.502
269,10/29/24 09:36:53 AM,826.450,3.34,4.68,122.1,-1.370,92.770
270,10/29/24 09:46:53 AM,826.550,3.34,4.68,123.5,-0.989,91.836
271,10/29/24 09:56:53 AM,826.550,3.34,4.34,183.9,-0.726,90.828
272,10/29/24 10:06:53 AM,826.550,3.01,4.34,209.2,-0.464,88.974
273,10/29/24 10:16:53 AM,826.750,3.01,4.34,212.0,-0.220,87.375
274,10/29/24 10:26:53 AM,826.750,2.67,4.01,160.0,0.287,86.290
275,10/29/24 10:36:53 AM,826.750,3.01,5.01,136.2,0.687,84.752
276,10/29/24 10:46:53 AM,826.750,3.34,4.68,146.0,0.834,83.543
277,10/29/24 10:56:53 AM,826.750,3.34,4.34,146.0,1.510,80.548
278,10/29/24 11:06:53 AM,826.750,3.67,5.01,140.4,2.051,73.845
279,10/29/24 11:16:53 AM,826.650,3.34,5.01,136.2,2.780,71.742
280,10/29/24 11:26:53 AM,826.550,3.01,4.34,254.1,2.968,68.782
281,10/29/24 11:36:53 AM,826.450,3.34,5.01,262.5,3.354,67.704
282,10/29/24 11:46:53 AM,826.550,3.67,5.01,266.7,3.756,65.225
283,10/29/24 11:56:53 AM,826.550,3.67,6.01,272.4,4.153,62.174
284,10/29/24 12:06:53 PM,826.550,3.67,6.35,265.3,4.547,59.944
285,10/29/24 12:16:53 PM,826.550,3.67,6.35,285.0,4.856,59.248
286,10/29/24 12:26:53 PM,826.450,4.34,6.01,285.0,5.049,57.182
287,10/29/24 12:36:53 PM,826.450,3.67,6.35,292.0,5.349,55.880
288,10/29/24 12:46:53 PM,826.550,4.34,7.35,286.4,5.400,55.401
289,10/29/24 12:56:53 PM,826.550,3.67,6.68,279.4,5.467,56.783
290,10/29/24 01:06:53 PM,826.550,3.67,7.35,276.6,5.553,57.041
291,10/29/24 01:16:53 PM,826.450,3.67,6.01,290.6,6.067,55.851
292,10/29/24 01:26:53 PM,826.450,3.67,5.34,297.6,6.204,53.243
293,10/29/24 01:36:53 PM,826.350,3.34,5.34,293.4,6.437,49.998
294,10/29/24 01:46:53 PM,826.150,3.67,6.68,292.0,7.086,47.166
295,10/29/24 01:56:53 PM,826.150,4.68,7.35,268.1,6.649,47.628
296,10/29/24 02:06:53 PM,826.150,3.34,5.68,287.8,7.260,44.282
297,10/29/24 02:16:53 PM,826.150,4.68,6.68,276.6,7.191,44.384
298,10/29/24 02:26:53 PM,826.250,4.34,6.68,282.2,7.317,43.861
299,10/29/24 02:36:53 PM,826.750,4.01,6.01,278.0,6.936,45.107
300,10/29/24 02:46:53 PM,826.250,4.01,7.01,272.4,7.389,45.927
301,10/29/24 02:56:53 PM,826.650,4.68,9.02,282.2,7.491,44.537
302,10/29/24 03:06:53 PM,827.350,4.01,6.35,275.2,6.043,44.764
303,10/29/24 03:16:53 PM,827.050,3.34,5.34,110.9,6.625,44.312
304,10/29/24 03:26:53 PM,827.250,4.01,6.68,299.0,6.453,44.865
305,10/29/24 03:36:53 PM,827.250,4.01,6.35,301.8,6.443,44.537
306,10/29/24 03:46:53 PM,827.050,4.68,8.02,283.6,6.949,44.440
307,10/29/24 03:56:53 PM,827.650,4.68,8.68,306.1,6.349,44.862
308,10/29/24 04:06:53 PM,827.150,4.68,9.02,301.8,7.003,43.232
309,10/29/24 04:16:53 PM,827.550,4.68,9.02,294.8,6.625,43.033
310,10/29/24 04:26:53 PM,827.350,5.68,8.35,292.0,6.770,41.880
311,10/29/24 04:36:53 PM,827.450,5.34,8.35,296.2,6.797,41.585
312,10/29/24 04:46:53 PM,827.550,5.01,8.68,294.8,6.751,41.537
313,10/29/24 04:56:53 PM,827.850,5.01,9.02,299.0,6.526,41.953
314,10/29/24 05:06:53 PM,828.050,5.34,8.68,290.6,6.293,42.650
315,10/29/24 05:16:53 PM,828.250,5.34,8.68,290.6,6.097,42.408
316,10/29/24 05:26:53 PM,828.450,4.68,7.01,35.1,5.786,42.878
317,10/29/24 05:36:53 PM,828.650,5.01,8.02,275.2,5.499,43.357
318,10/29/24 05:46:53 PM,828.750,4.68,7.35,266.7,5.301,43.601
319,10/29/24 05:56:53 PM,828.950,4.01,6.68,266.7,5.134,43.566
320,10/29/24 06:06:53 PM,829.250,3.67,6.01,262.5,4.751,44.013
321,10/29/24 06:16:53 PM,829.350,3.67,5.34,256.9,4.352,44.610
322,10/29/24 06:26:53 PM,829.550,3.01,4.34,252.7,3.539,46.406
323,10/29/24 06:36:53 PM,829.650,2.34,3.67,275.2,2.890,48.096
324,10/29/24 06:46:53 PM,829.850,1.67,2.67,299.0,2.276,49.726
325,10/29/24 06:56:53 PM,829.950,1.34,2.00,290.6,1.542,51.383
326,10/29/24 07:06:53 PM,830.050,1.67,2.67,293.4,1.335,52.079
327,10/29/24 07:16:53 PM,830.150,1.67,2.34,262.5,1.097,52.503
328,10/29/24 07:26:53 PM,830.250,2.34,3.01,206.4,0.759,53.436
