"Plot Title: site10km"
"#","Date Time, GMT-06:00","Voltage, V (LGR S/N: 21623137, SEN S/N: 21378799)","Current, mA (LGR S/N: 21623137, SEN S/N: 21378799)","Temp, °C (LGR S/N: 21623137, SEN S/N: 21549914)","RH, % (LGR S/N: 21623137, SEN S/N: 21549914)","Wind Speed, m/s (LGR S/N: 21623137, SEN S/N: 21550052)","Gust Speed, m/s (LGR S/N: 21623137, SEN S/N: 21550052)","Wind Direction, ø (LGR S/N: 21623137, SEN S/N: 21550052)","Pressure, mbar (LGR S/N: 21623137, SEN S/N: 21569223)"
1,03/31/23 12:55:11 PM,-0.2039,0.0000,2.008,75.079,6.68,7.35,262.5,1069.350
2,03/31/23 01:05:11 PM,-0.2039,0.0000,1.724,76.445,7.01,8.35,262.5,1069.350
3,03/31/23 01:15:11 PM,-0.2039,0.0000,1.947,74.514,6.68,7.68,261.1,1069.350
4,03/31/23 01:25:11 PM,-0.2039,0.0000,2.097,74.287,6.68,8.02,262.5,1069.350
5,03/31/23 01:35:11 PM,-0.2039,0.0000,2.078,73.652,7.01,8.02,262.5,1069.350
6,03/31/23 01:45:11 PM,-0.2039,0.0000,2.132,73.176,7.35,8.68,266.7,1069.350
7,03/31/23 01:55:11 PM,-0.2039,0.0000,2.164,72.854,7.35,8.35,266.7,1069.350
8,03/31/23 02:05:11 PM,-0.2039,0.0000,2.276,71.708,7.68,9.35,263.9,1069.350
9,03/31/23 02:15:11 PM,-0.2039,0.0000,2.118,70.028,7.35,8.68,265.3,1069.350
10,03/31/23 02:25:11 PM,-0.2039,0.0000,2.172,69.583,7.01,8.35,265.3,1069.350
11,03/31/23 02:35:11 PM,-0.2039,0.0000,2.030,69.397,7.01,8.02,262.5,1069.350
12,03/31/23 02:45:11 PM,-0.2039,0.0000,1.979,69.477,6.68,7.35,263.9,1069.350
13,03/31/23 02:55:11 PM,-0.2039,0.0000,2.220,68.901,5.68,7.01,268.1,1069.350
14,03/31/23 03:05:11 PM,-0.2039,0.0000,2.491,68.304,5.01,6.35,272.4,1069.350
15,03/31/23 03:15:11 PM,-0.2039,0.0000,2.542,68.788,4.34,5.01,256.9,1069.350
16,03/31/23 03:25:11 PM,-0.2039,0.0000,2.496,68.914,4.34,5.01,251.3,1069.350
17,03/31/23 03:35:11 PM,-0.2039,0.0000,2.129,69.828,4.01,4.68,258.3,1069.350
18,03/31/23 03:45:11 PM,-0.2039,0.0000,2.839,68.128,3.67,4.34,245.7,1069.350
19,03/31/23 03:55:11 PM,-0.2039,0.0000,2.547,68.771,3.67,4.34,245.7,1069.350
20,03/31/23 04:05:11 PM,-0.2039,0.0000,2.137,70.582,3.34,4.01,245.7,1069.350
21,03/31/23 04:15:11 PM,-0.2039,0.0000,2.464,69.363,3.01,3.67,256.9,1069.350
22,03/31/23 04:25:11 PM,-0.2039,0.0000,2.571,68.959,2.67,3.34,255.5,1069.350
23,03/31/23 04:35:11 PM,-0.2039,0.0000,2.788,67.254,2.67,3.34,262.5,1069.350
24,03/31/23 04:45:11 PM,-0.2039,0.0000,2.890,68.406,2.00,3.01,271.0,1069.350
25,03/31/23 04:55:11 PM,-0.2039,0.0000,2.767,68.954,2.00,2.67,261.1,1069.350
26,03/31/23 05:05:11 PM,-0.2039,0.0000,3.225,67.984,2.00,2.67,282.2,1069.350
27,03/31/23 05:15:11 PM,-0.2039,0.0000,2.936,69.326,2.34,3.01,287.8,1069.350
28,03/31/23 05:25:11 PM,-0.2039,0.0000,2.858,69.123,2.67,3.01,289.2,1069.350
29,03/31/23 05:35:11 PM,-0.2039,0.0000,2.349,71.156,3.34,4.01,299.0,1069.350
30,03/31/23 05:45:11 PM,-0.2039,0.0000,2.137,73.652,3.01,3.67,293.4,1069.350
31,03/31/23 05:55:11 PM,-0.2039,0.0000,2.585,71.398,2.67,3.34,293.4,1069.350
32,03/31/23 06:05:11 PM,-0.2039,0.0000,1.609,73.225,3.01,3.67,301.8,1069.350
33,03/31/23 06:15:11 PM,-0.2039,0.0000,1.429,73.625,2.67,3.67,306.1,1069.350
34,03/31/23 06:25:11 PM,-0.2039,0.0000,1.413,73.310,3.34,4.01,301.8,1069.350
35,03/31/23 06:35:11 PM,-0.2039,0.0000,1.424,74.798,2.34,3.34,299.0,1069.350
36,03/31/23 06:45:11 PM,-0.2039,0.0000,1.284,76.095,2.00,3.01,293.4,1069.350
37,03/31/23 06:55:11 PM,-0.2039,0.0000,1.207,80.398,1.00,2.34,266.7,1069.350
38,03/31/23 07:05:11 PM,-0.2039,0.0000,1.091,78.952,2.00,3.01,287.8,1069.350
39,03/31/23 07:15:11 PM,-0.2039,0.0000,0.770,80.700,3.01,3.67,308.9,1069.350
40,03/31/23 07:25:11 PM,-0.2039,0.0000,0.625,81.526,2.67,3.34,313.1,1069.350
