"Plot Title: site2km"
"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 21558954, SEN S/N: 21378789)","Current, mA (LGR S/N: 21558954, SEN S/N: 21378789)","Temp, °C (LGR S/N: 21558954, SEN S/N: 21549905)","RH, % (LGR S/N: 21558954, SEN S/N: 21549905)","Wind Speed, m/s (LGR S/N: 21558954, SEN S/N: 21550055)","Gust Speed, m/s (LGR S/N: 21558954, SEN S/N: 21550055)","Wind Direction, ø (LGR S/N: 21558954, SEN S/N: 21550055)"
1,01/06/23 01:23:20 PM,-0.2039,0.0000,1.169,87.462,10.35,12.69,279.4
2,01/06/23 01:33:20 PM,-0.2039,0.0000,1.070,88.502,9.68,11.69,279.4
3,01/06/23 01:43:20 PM,-0.2039,0.0000,1.000,89.029,8.35,10.69,279.4
4,01/06/23 01:53:20 PM,-0.2039,0.0000,0.823,89.462,8.02,9.68,280.8
5,01/06/23 02:03:20 PM,-0.2039,0.0000,1.054,87.744,7.68,9.02,283.6
6,01/06/23 02:13:20 PM,-0.2039,0.0000,1.132,86.511,8.02,9.35,279.4
7,01/06/23 02:23:20 PM,-0.2039,0.0000,0.853,86.902,8.68,10.02,280.8
8,01/06/23 02:33:20 PM,-0.2039,0.0000,0.818,87.170,9.02,11.02,282.2
9,01/06/23 02:43:20 PM,-0.2039,0.0000,1.413,84.135,9.35,11.35,285.0
10,01/06/23 02:53:20 PM,-0.2039,0.0000,1.057,85.321,8.68,10.35,283.6
11,01/06/23 03:03:20 PM,-0.2039,0.0000,0.971,86.865,9.35,11.35,280.8
12,01/06/23 03:13:20 PM,-0.2039,0.0000,1.234,85.342,9.68,11.35,285.0
13,01/06/23 03:23:20 PM,-0.2039,0.0000,0.668,87.733,8.35,10.69,283.6
14,01/06/23 03:33:20 PM,-0.2039,0.0000,0.638,86.635,8.35,10.02,280.8
15,01/06/23 03:43:20 PM,-0.2039,0.0000,0.944,83.900,7.35,9.02,279.4
16,01/06/23 03:53:20 PM,-0.2039,0.0000,1.271,82.025,7.68,9.68,278.0
17,01/06/23 04:03:20 PM,-0.2039,0.0000,1.201,82.235,6.35,7.68,279.4
18,01/06/23 04:13:20 PM,-0.2039,0.0000,0.931,83.331,6.01,8.02,279.4
19,01/06/23 04:23:20 PM,-0.2039,0.0000,0.654,83.948,7.01,8.35,276.6
20,01/06/23 04:33:20 PM,-0.2039,0.0000,0.234,84.984,6.35,8.35,282.2
21,01/06/23 04:43:20 PM,-0.2039,0.0000,0.400,83.348,6.01,7.01,285.0
22,01/06/23 04:53:20 PM,-0.2039,0.0000,0.110,83.853,5.68,6.68,282.2
23,01/06/23 05:03:20 PM,-0.2039,0.0000,-0.072,83.790,5.01,6.68,286.4
24,01/06/23 05:13:20 PM,-0.2039,0.0000,-0.388,85.484,4.01,5.34,290.6
25,01/06/23 05:23:20 PM,-0.2039,0.0000,-0.729,86.090,3.01,4.01,275.2
26,01/06/23 05:33:20 PM,-0.2039,0.0000,-1.276,86.937,1.00,2.67,289.2
27,01/06/23 05:43:20 PM,-0.2039,0.0000,-1.750,89.563,2.34,3.34,73.0
28,01/06/23 05:53:20 PM,-0.2039,0.0000,-1.163,89.989,0.67,2.34,49.1
29,01/06/23 06:03:20 PM,-0.2039,0.0000,-0.721,87.111,0.00,0.67,21.1
30,01/06/23 06:13:20 PM,-0.2039,0.0000,-1.935,85.678,0.33,2.34,50.5
31,01/06/23 06:23:20 PM,-0.2039,0.0000,-4.541,92.831,1.67,2.34,237.3
32,01/06/23 06:33:20 PM,-0.2039,0.0000,-3.713,93.190,1.67,2.34,266.7
33,01/06/23 06:43:20 PM,-0.2039,0.0000,-2.769,89.474,1.34,2.00,261.1
34,01/06/23 06:53:20 PM,-0.2039,0.0000,-3.791,87.391,1.00,2.34,283.6
35,01/06/23 07:03:20 PM,-0.2039,0.0000,-4.321,92.526,0.67,2.34,9.8
36,01/06/23 07:13:20 PM,-0.2039,0.0000,-3.732,89.349,1.00,1.67,300.4
37,01/06/23 07:23:20 PM,-0.2039,0.0000,-3.552,87.321,1.34,2.34,271.0
38,01/06/23 07:33:20 PM,-0.2039,0.0000,-4.528,88.597,0.33,1.00,279.4
39,01/06/23 07:43:20 PM,-0.2039,0.0000,-4.571,90.858,0.67,1.34,307.5
40,01/06/23 07:53:20 PM,-0.2039,0.0000,-5.171,89.700,0.00,0.67,310.3
41,01/06/23 08:03:20 PM,-0.2039,0.0000,-4.882,92.964,0.67,1.34,317.3
42,01/06/23 08:13:20 PM,-0.2039,0.0000,-5.630,90.115,0.00,0.67,40.7
43,01/06/23 08:23:20 PM,-0.2039,0.0000,-5.300,94.113,0.00,1.00,28.1
44,01/06/23 08:33:20 PM,-0.2039,0.0000,-5.574,91.841,1.00,1.34,334.1
45,01/06/23 08:43:20 PM,-0.2039,0.0000,-5.244,90.622,1.00,1.67,317.3
46,01/06/23 08:53:20 PM,-0.2039,0.0000,-5.195,92.108,0.67,1.34,336.9
47,01/06/23 09:03:20 PM,-0.2039,0.0000,-4.793,89.940,0.33,0.67,342.6
48,01/06/23 09:13:20 PM,-0.2039,0.0000,-4.142,90.553,0.33,1.00,344.0
49,01/06/23 09:23:20 PM,-0.2039,0.0000,-3.914,88.470,0.33,1.34,346.8
50,01/06/23 09:33:20 PM,-0.2039,0.0000,-5.437,91.482,0.67,1.34,12.6
51,01/06/23 09:43:20 PM,-0.2039,0.0000,-4.549,92.720,1.67,2.67,22.5
52,01/06/23 09:53:20 PM,-0.2039,0.0000,-4.442,89.952,2.00,2.34,36.5
53,01/06/23 10:03:20 PM,-0.2039,0.0000,-5.150,91.202,1.67,2.34,25.3
54,01/06/23 10:13:20 PM,-0.2039,0.0000,-4.968,93.033,1.67,2.34,49.1
55,01/06/23 10:23:20 PM,-0.2039,0.0000,-5.431,93.011,2.00,3.34,51.9
56,01/06/23 10:33:20 PM,-0.2039,0.0000,-6.509,91.994,1.67,3.01,51.9
57,01/06/23 10:43:20 PM,-0.2039,0.0000,-8.287,98.862,1.34,1.67,84.2
58,01/06/23 10:53:20 PM,-0.2039,0.0000,-8.112,99.597,0.67,1.34,71.6
59,01/06/23 11:03:20 PM,-0.2039,0.0000,-8.592,99.780,1.00,2.00,46.3
60,01/06/23 11:13:20 PM,-0.2039,0.0000,-7.970,99.678,1.34,2.00,40.7
61,01/06/23 11:23:20 PM,-0.2039,0.0000,-7.335,98.714,1.34,2.34,47.7
62,01/06/23 11:33:20 PM,-0.2039,0.0000,-8.930,97.493,0.00,1.00,53.3
63,01/06/23 11:43:20 PM,-0.2039,0.0000,-8.708,99.889,0.00,0.00,54.8
64,01/06/23 11:53:20 PM,-0.2039,0.0000,-9.375,99.438,0.33,1.00,8.4
65,01/07/23 12:03:20 AM,-0.2039,0.0000,-9.043,99.144,0.33,1.00,0.0
66,01/07/23 12:13:20 AM,-0.2039,0.0000,-8.490,98.526,0.00,0.00,0.0
67,01/07/23 12:23:20 AM,-0.2039,0.0000,-8.624,99.156,0.33,0.67,318.7
68,01/07/23 12:33:20 AM,-0.2039,0.0000,-7.858,99.962,0.00,0.67,271.0
69,01/07/23 12:43:20 AM,-0.2039,0.0000,-7.705,98.904,0.00,0.00,271.0
70,01/07/23 12:53:20 AM,-0.2039,0.0000,-7.777,98.428,0.00,0.00,271.0
71,01/07/23 01:03:20 AM,-0.2039,0.0000,-7.681,98.231,0.00,0.00,266.7
72,01/07/23 01:13:20 AM,-0.2039,0.0000,-8.185,98.047,0.00,0.00,227.4
73,01/07/23 01:23:20 AM,-0.2039,0.0000,-7.927,97.664,0.00,0.00,227.4
74,01/07/23 01:33:20 AM,-0.2039,0.0000,-7.858,97.438,0.00,0.00,219.0
75,01/07/23 01:43:20 AM,-0.2039,0.0000,-8.005,97.557,0.00,0.67,175.5
76,01/07/23 01:53:20 AM,-0.2039,0.0000,-8.155,98.419,0.00,0.33,139.0
77,01/07/23 02:03:20 AM,-0.2039,0.0000,-7.901,98.009,0.00,0.00,139.0
78,01/07/23 02:13:20 AM,-0.2039,0.0000,-7.804,96.727,0.00,0.00,139.0
79,01/07/23 02:23:20 AM,-0.2039,0.0000,-8.115,96.396,0.00,0.67,132.0
80,01/07/23 02:33:20 AM,-0.2039,0.0000,-8.410,96.967,0.33,0.67,129.2
81,01/07/23 02:43:20 AM,-0.2039,0.0000,-8.364,96.663,0.67,1.00,124.9
82,01/07/23 02:53:20 AM,-0.2039,0.0000,-8.627,96.413,0.00,0.67,122.1
83,01/07/23 03:03:20 AM,-0.2039,0.0000,-8.474,97.485,0.00,0.00,122.1
84,01/07/23 03:13:20 AM,-0.2039,0.0000,-8.263,97.650,0.33,1.00,122.1
85,01/07/23 03:23:20 AM,-0.2039,0.0000,-8.193,99.200,0.67,1.00,122.1
86,01/07/23 03:33:20 AM,-0.2039,0.0000,-7.909,99.002,0.67,1.34,122.1
87,01/07/23 03:43:20 AM,-0.2039,0.0000,-7.777,97.888,0.00,0.67,122.1
88,01/07/23 03:53:20 AM,-0.2039,0.0000,-7.555,98.924,0.33,0.67,122.1
89,01/07/23 04:03:20 AM,-0.2039,0.0000,-7.638,97.185,0.00,0.33,122.1
90,01/07/23 04:13:20 AM,-0.2039,0.0000,-7.893,96.262,0.00,0.33,122.1
91,01/07/23 04:23:20 AM,-0.2039,0.0000,-8.311,95.789,0.33,0.67,122.1
92,01/07/23 04:33:20 AM,-0.2039,0.0000,-8.710,95.125,0.00,0.33,122.1
93,01/07/23 04:43:20 AM,-0.2039,0.0000,-9.005,94.888,0.00,0.00,122.1
94,01/07/23 04:53:20 AM,-0.2039,0.0000,-9.332,94.955,0.33,0.67,122.1
95,01/07/23 05:03:20 AM,-0.2039,0.0000,-9.504,95.134,0.67,1.00,122.1
96,01/07/23 05:13:20 AM,-0.2039,0.0000,-9.576,94.707,0.33,1.00,122.1
97,01/07/23 05:23:20 AM,-0.2039,0.0000,-9.646,94.580,0.00,0.00,122.1
98,01/07/23 05:33:20 AM,-0.2039,0.0000,-9.507,94.418,0.00,0.00,122.1
99,01/07/23 05:43:20 AM,-0.2039,0.0000,-9.608,94.665,0.33,0.67,122.1
100,01/07/23 05:53:20 AM,-0.2039,0.0000,-9.705,94.252,0.33,0.67,122.1
101,01/07/23 06:03:20 AM,-0.2039,0.0000,-9.906,93.918,0.00,0.00,122.1
102,01/07/23 06:13:20 AM,-0.2039,0.0000,-10.126,93.837,0.00,0.00,122.1
103,01/07/23 06:23:20 AM,-0.2039,0.0000,-10.549,93.373,0.33,1.00,122.1
104,01/07/23 06:33:20 AM,-0.2039,0.0000,-10.793,93.912,0.67,1.34,122.1
105,01/07/23 06:43:20 AM,-0.2039,0.0000,-10.616,94.118,1.34,2.00,94.1
106,01/07/23 06:53:20 AM,-0.2039,0.0000,-10.265,93.739,1.67,2.00,61.8
107,01/07/23 07:03:20 AM,-0.2039,0.0000,-10.536,93.808,1.67,2.00,56.2
108,01/07/23 07:13:20 AM,-0.2039,0.0000,-10.555,93.553,1.34,1.67,73.0
109,01/07/23 07:23:20 AM,-0.2039,0.0000,-10.737,93.323,1.34,1.67,67.4
110,01/07/23 07:33:20 AM,-0.2039,0.0000,-10.657,93.909,1.34,2.00,87.0
111,01/07/23 07:43:20 AM,-0.2039,0.0000,-10.898,92.763,1.00,1.67,96.9
112,01/07/23 07:53:20 AM,-0.2039,0.0000,-11.437,92.683,1.00,1.34,81.4
113,01/07/23 08:03:20 AM,-0.2039,0.0000,-11.490,93.188,1.34,2.00,64.6
114,01/07/23 08:13:20 AM,-0.2039,0.0000,-11.225,93.349,1.67,2.34,70.2
115,01/07/23 08:23:20 AM,-0.2039,0.0000,-11.155,93.275,1.67,2.34,63.2
116,01/07/23 08:33:20 AM,-0.2039,0.0000,-11.166,93.153,1.34,2.00,63.2
117,01/07/23 08:43:20 AM,-0.2039,0.0000,-11.209,92.519,1.00,1.67,77.2
118,01/07/23 08:53:20 AM,-0.2039,0.0000,-11.037,92.435,1.00,1.67,88.4
119,01/07/23 09:03:20 AM,-0.2039,0.0000,-10.917,91.798,1.00,1.34,75.8
120,01/07/23 09:13:20 AM,-0.2039,0.0000,-10.944,91.722,0.67,1.00,67.4
121,01/07/23 09:23:20 AM,-0.2039,0.0000,-10.472,91.237,0.00,1.00,60.4
122,01/07/23 09:33:20 AM,-0.2039,0.0000,-9.992,89.665,0.00,0.33,59.0
123,01/07/23 09:43:20 AM,-0.2039,0.0000,-9.994,90.915,0.00,0.67,115.1
124,01/07/23 09:53:20 AM,-0.2039,0.0000,-9.096,86.258,0.00,1.00,161.5
125,01/07/23 10:03:20 AM,-0.2039,0.0000,-7.820,87.172,0.33,1.34,73.0
126,01/07/23 10:13:20 AM,-0.2039,0.0000,-7.796,87.692,0.67,1.34,28.1
127,01/07/23 10:23:20 AM,-0.2039,0.0000,-7.289,85.327,0.33,1.00,98.3
128,01/07/23 10:33:20 AM,-0.2039,0.0000,-6.957,85.328,0.33,0.67,88.4
129,01/07/23 10:43:20 AM,-0.2039,0.0000,-8.257,86.310,0.67,1.00,80.0
130,01/07/23 10:53:20 AM,-0.2039,0.0000,-9.268,85.002,1.00,1.34,96.9
131,01/07/23 11:03:20 AM,-0.2039,0.0000,-10.158,86.213,1.67,2.34,95.5
132,01/07/23 11:13:20 AM,-0.2039,0.0000,-10.035,86.723,2.00,2.67,87.0
133,01/07/23 11:23:20 AM,-0.2039,0.0000,-9.297,87.207,2.34,3.01,81.4
134,01/07/23 11:33:20 AM,-0.2039,0.0000,-7.193,83.844,2.34,3.34,80.0
135,01/07/23 11:43:20 AM,-0.2039,0.0000,-7.040,83.923,2.67,3.67,74.4
136,01/07/23 11:53:20 AM,-0.2039,0.0000,-6.539,83.896,2.67,3.67,78.6
137,01/07/23 12:03:20 PM,-0.2039,0.0000,-5.622,81.920,2.34,3.67,77.2
138,01/07/23 12:13:20 PM,-0.2039,0.0000,-6.429,85.324,2.67,3.67,87.0
139,01/07/23 12:23:20 PM,-0.2039,0.0000,-5.506,84.025,3.01,4.01,81.4
140,01/07/23 12:33:20 PM,-0.2039,0.0000,-5.678,82.856,3.34,4.68,92.7
141,01/07/23 12:43:20 PM,-0.2039,0.0000,-6.147,86.967,4.01,5.01,87.0
142,01/07/23 12:53:20 PM,-0.2039,0.0000,-5.533,86.368,3.67,4.68,94.1
143,01/07/23 01:03:20 PM,-0.2039,0.0000,-4.917,85.040,3.67,4.68,98.3
144,01/07/23 01:13:20 PM,-0.2039,0.0000,-4.817,86.656,4.68,5.68,101.1
145,01/07/23 01:23:20 PM,-0.2039,0.0000,-4.683,88.362,5.34,7.01,95.5
146,01/07/23 01:33:20 PM,-0.2039,0.0000,-4.415,89.168,6.35,7.01,95.5
147,01/07/23 01:43:20 PM,-0.2039,0.0000,-3.777,88.408,6.01,7.35,95.5
148,01/07/23 01:53:20 PM,-0.2039,0.0000,-3.844,88.710,5.68,6.68,108.1
149,01/07/23 02:03:20 PM,-0.2039,0.0000,-2.726,87.045,6.68,8.35,102.5
150,01/07/23 02:13:20 PM,-0.2039,0.0000,-2.059,84.738,6.68,8.02,101.1
151,01/07/23 02:23:20 PM,-0.2039,0.0000,-2.246,84.773,6.35,7.68,101.1
152,01/07/23 02:33:20 PM,-0.2039,0.0000,-2.300,85.611,7.35,8.68,99.7
153,01/07/23 02:43:20 PM,-0.2039,0.0000,-2.356,86.983,8.35,9.35,99.7
154,01/07/23 02:53:20 PM,-0.2039,0.0000,-2.791,88.679,8.02,9.35,101.1
155,01/07/23 03:03:20 PM,-0.2039,0.0000,-2.705,88.690,8.02,9.02,99.7
156,01/07/23 03:13:20 PM,-0.2039,0.0000,-2.391,88.254,8.35,9.68,96.9
157,01/07/23 03:23:20 PM,-0.2039,0.0000,-2.394,88.081,7.68,9.35,95.5
158,01/07/23 03:33:20 PM,-0.2039,0.0000,-2.635,88.370,7.68,9.02,94.1
159,01/07/23 03:43:20 PM,-0.2039,0.0000,-2.804,88.612,8.02,9.68,98.3
160,01/07/23 03:53:20 PM,-0.2039,0.0000,-2.901,88.696,7.35,8.68,99.7
161,01/07/23 04:03:20 PM,-0.2039,0.0000,-2.565,87.784,7.35,8.68,95.5
162,01/07/23 04:13:20 PM,-0.2039,0.0000,-2.976,88.988,7.01,8.35,92.7
163,01/07/23 04:23:20 PM,-0.2039,0.0000,-3.488,89.917,5.68,7.01,84.2
164,01/07/23 04:33:20 PM,-0.2039,0.0000,-3.965,90.491,5.34,6.01,71.6
165,01/07/23 04:43:20 PM,-0.2039,0.0000,-4.013,90.396,5.68,7.35,91.3
166,01/07/23 04:53:20 PM,-0.2039,0.0000,-4.035,90.274,5.34,6.35,94.1
167,01/07/23 05:03:20 PM,-0.2039,0.0000,-3.627,89.552,6.35,8.35,95.5
168,01/07/23 05:13:20 PM,-0.2039,0.0000,-3.777,89.947,6.01,7.01,91.3
169,01/07/23 05:23:20 PM,-0.2039,0.0000,-4.319,90.729,5.01,6.01,75.8
170,01/07/23 05:33:20 PM,-0.2039,0.0000,-4.209,91.293,5.34,7.01,80.0
171,01/07/23 05:43:20 PM,-0.2039,0.0000,-4.214,90.741,5.34,7.01,80.0
172,01/07/23 05:53:20 PM,-0.2039,0.0000,-4.506,91.295,5.01,6.01,84.2
173,01/07/23 06:03:20 PM,-0.2039,0.0000,-4.212,91.536,5.34,7.35,88.4
174,01/07/23 06:13:20 PM,-0.2039,0.0000,-4.086,91.200,5.34,6.35,95.5
175,01/07/23 06:23:20 PM,-0.2039,0.0000,-4.780,92.100,4.68,5.68,102.5
176,01/07/23 06:33:20 PM,-0.2039,0.0000,-4.893,92.609,4.34,5.68,96.9
177,01/07/23 06:43:20 PM,-0.2039,0.0000,-5.195,92.485,3.34,4.68,105.3
178,01/07/23 06:53:20 PM,-0.2039,0.0000,-5.858,93.425,2.34,3.01,102.5
179,01/07/23 07:03:20 PM,-0.2039,0.0000,-6.694,94.939,1.34,2.67,123.5
180,01/07/23 07:13:20 PM,-0.2039,0.0000,-6.705,96.310,1.00,1.67,94.1
181,01/07/23 07:23:20 PM,-0.2039,0.0000,-7.053,94.926,1.34,2.34,110.9
182,01/07/23 07:33:20 PM,-0.2039,0.0000,-7.665,96.135,1.67,2.34,99.7
183,01/07/23 07:43:20 PM,-0.2039,0.0000,-7.962,96.817,2.67,3.67,85.6
184,01/07/23 07:53:20 PM,-0.2039,0.0000,-7.611,96.649,3.67,4.01,91.3
185,01/07/23 08:03:20 PM,-0.2039,0.0000,-7.662,95.859,3.67,4.34,96.9
186,01/07/23 08:13:20 PM,-0.2039,0.0000,-7.732,96.396,3.67,4.34,94.1
187,01/07/23 08:23:20 PM,-0.2039,0.0000,-8.759,95.985,1.34,3.34,103.9
188,01/07/23 08:33:20 PM,-0.2039,0.0000,-8.740,98.869,0.67,1.67,47.7
189,01/07/23 08:43:20 PM,-0.2039,0.0000,-7.691,97.726,1.34,2.67,51.9
190,01/07/23 08:53:20 PM,-0.2039,0.0000,-7.775,96.225,1.34,2.34,19.7
191,01/07/23 09:03:20 PM,-0.2039,0.0000,-7.788,96.999,1.34,2.34,9.8
192,01/07/23 09:13:20 PM,-0.2039,0.0000,-7.670,95.769,1.67,2.67,42.1
193,01/07/23 09:23:20 PM,-0.2039,0.0000,-7.919,96.347,2.34,2.67,56.2
194,01/07/23 09:33:20 PM,-0.2039,0.0000,-7.941,96.291,1.67,2.67,68.8
195,01/07/23 09:43:20 PM,-0.2039,0.0000,-8.777,96.524,0.67,1.34,77.2
196,01/07/23 09:53:20 PM,-0.2039,0.0000,-8.700,97.954,0.33,1.34,66.0
197,01/07/23 10:03:20 PM,-0.2039,0.0000,-8.466,98.784,0.00,0.67,67.4
198,01/07/23 10:13:20 PM,-0.2039,0.0000,-8.099,98.439,0.67,1.67,95.5
199,01/07/23 10:23:20 PM,-0.2039,0.0000,-8.177,96.239,1.00,2.00,42.1
200,01/07/23 10:33:20 PM,-0.2039,0.0000,-9.016,96.899,1.67,2.34,49.1
201,01/07/23 10:43:20 PM,-0.2039,0.0000,-9.238,96.669,1.00,2.00,75.8
202,01/07/23 10:53:20 PM,-0.2039,0.0000,-9.759,97.171,0.33,1.34,130.6
203,01/07/23 11:03:20 PM,-0.2039,0.0000,-10.394,98.604,0.00,0.67,169.9
204,01/07/23 11:13:20 PM,-0.2039,0.0000,-9.070,97.723,3.34,5.01,96.9
205,01/07/23 11:23:20 PM,-0.2039,0.0000,-8.155,96.066,5.68,7.35,92.7
206,01/07/23 11:33:20 PM,-0.2039,0.0000,-7.638,95.564,4.34,6.35,96.9
207,01/07/23 11:43:20 PM,-0.2039,0.0000,-7.324,94.862,1.00,4.01,146.0
208,01/07/23 11:53:20 PM,-0.2039,0.0000,-7.279,95.325,0.67,1.67,96.9
209,01/08/23 12:03:20 AM,-0.2039,0.0000,-7.166,94.652,2.00,3.34,87.0
210,01/08/23 12:13:20 AM,-0.2039,0.0000,-7.702,94.386,1.34,2.34,189.5
211,01/08/23 12:23:20 AM,-0.2039,0.0000,-7.702,96.355,0.67,2.00,223.2
212,01/08/23 12:33:20 AM,-0.2039,0.0000,-7.391,95.970,0.00,0.33,227.4
213,01/08/23 12:43:20 AM,-0.2039,0.0000,-6.812,95.460,1.00,2.00,54.8
214,01/08/23 12:53:20 AM,-0.2039,0.0000,-7.037,94.505,1.00,1.67,101.1
215,01/08/23 01:03:20 AM,-0.2039,0.0000,-7.826,95.438,1.67,2.34,129.2
216,01/08/23 01:13:20 AM,-0.2039,0.0000,-7.970,95.404,0.67,2.00,139.0
217,01/08/23 01:23:20 AM,-0.2039,0.0000,-7.949,94.397,1.34,2.67,99.7
218,01/08/23 01:33:20 AM,-0.2039,0.0000,-9.155,94.690,2.67,3.67,87.0
219,01/08/23 01:43:20 AM,-0.2039,0.0000,-8.654,94.601,2.67,3.67,112.3
220,01/08/23 01:53:20 AM,-0.2039,0.0000,-9.070,95.290,3.01,3.67,116.5
221,01/08/23 02:03:20 AM,-0.2039,0.0000,-8.726,96.039,3.01,3.67,103.9
222,01/08/23 02:13:20 AM,-0.2039,0.0000,-8.568,95.779,2.34,3.34,117.9
223,01/08/23 02:23:20 AM,-0.2039,0.0000,-8.179,94.246,3.01,3.67,103.9
224,01/08/23 02:33:20 AM,-0.2039,0.0000,-8.472,93.669,4.01,5.01,98.3
225,01/08/23 02:43:20 AM,-0.2039,0.0000,-7.641,93.504,5.01,6.68,101.1
226,01/08/23 02:53:20 AM,-0.2039,0.0000,-8.035,92.735,5.34,7.01,112.3
227,01/08/23 03:03:20 AM,-0.2039,0.0000,-7.740,93.124,6.01,7.01,105.3
228,01/08/23 03:13:20 AM,-0.2039,0.0000,-7.702,92.840,5.68,6.68,96.9
229,01/08/23 03:23:20 AM,-0.2039,0.0000,-8.322,93.071,4.68,6.01,105.3
230,01/08/23 03:33:20 AM,-0.2039,0.0000,-8.732,94.121,5.68,7.68,94.1
231,01/08/23 03:43:20 AM,-0.2039,0.0000,-8.346,93.974,7.01,8.02,87.0
232,01/08/23 03:53:20 AM,-0.2039,0.0000,-8.399,94.253,6.68,7.68,82.8
233,01/08/23 04:03:20 AM,-0.2039,0.0000,-7.807,94.037,7.01,8.68,89.9
234,01/08/23 04:13:20 AM,-0.2039,0.0000,-6.992,93.017,7.01,9.02,91.3
235,01/08/23 04:23:20 AM,-0.2039,0.0000,-6.831,92.242,6.35,8.35,94.1
236,01/08/23 04:33:20 AM,-0.2039,0.0000,-7.981,92.782,4.34,5.34,109.5
237,01/08/23 04:43:20 AM,-0.2039,0.0000,-8.394,94.098,5.01,6.35,96.9
238,01/08/23 04:53:20 AM,-0.2039,0.0000,-8.217,93.793,6.01,6.68,94.1
239,01/08/23 05:03:20 AM,-0.2039,0.0000,-7.434,92.804,6.35,7.35,88.4
240,01/08/23 05:13:20 AM,-0.2039,0.0000,-7.579,92.486,5.01,5.68,96.9
241,01/08/23 05:23:20 AM,-0.2039,0.0000,-7.638,92.586,3.67,4.68,106.7
242,01/08/23 05:33:20 AM,-0.2039,0.0000,-6.812,92.656,6.35,8.68,87.0
243,01/08/23 05:43:20 AM,-0.2039,0.0000,-6.343,91.685,7.01,9.35,88.4
244,01/08/23 05:53:20 AM,-0.2039,0.0000,-5.493,90.809,8.02,10.02,88.4
245,01/08/23 06:03:20 AM,-0.2039,0.0000,-5.868,91.157,7.01,8.68,92.7
246,01/08/23 06:13:20 AM,-0.2039,0.0000,-5.973,91.717,7.68,9.35,91.3
247,01/08/23 06:23:20 AM,-0.2039,0.0000,-5.879,91.057,7.35,9.68,91.3
248,01/08/23 06:33:20 AM,-0.2039,0.0000,-6.201,91.247,6.68,8.02,96.9
249,01/08/23 06:43:20 AM,-0.2039,0.0000,-6.839,92.213,5.68,7.01,96.9
250,01/08/23 06:53:20 AM,-0.2039,0.0000,-7.107,92.215,5.34,6.68,102.5
251,01/08/23 07:03:20 AM,-0.2039,0.0000,-7.654,93.426,5.68,6.68,92.7
252,01/08/23 07:13:20 AM,-0.2039,0.0000,-7.539,93.501,4.68,5.68,84.2
253,01/08/23 07:23:20 AM,-0.2039,0.0000,-7.364,93.236,5.68,7.35,85.6
254,01/08/23 07:33:20 AM,-0.2039,0.0000,-6.917,92.091,5.34,7.68,103.9
255,01/08/23 07:43:20 AM,-0.2039,0.0000,-6.740,93.358,4.34,6.68,108.1
256,01/08/23 07:53:20 AM,-0.2039,0.0000,-5.793,92.103,6.35,7.68,88.4
257,01/08/23 08:03:20 AM,-0.2039,0.0000,-5.549,91.846,6.35,7.68,82.8
258,01/08/23 08:13:20 AM,-0.2039,0.0000,-5.094,91.237,5.01,7.35,85.6
259,01/08/23 08:23:20 AM,-0.2039,0.0000,-5.517,91.557,3.01,4.34,154.4
260,01/08/23 08:33:20 AM,-0.2039,0.0000,-5.544,92.689,4.01,6.35,120.7
261,01/08/23 08:43:20 AM,-0.2039,0.0000,-5.104,91.766,6.35,8.35,92.7
262,01/08/23 08:53:20 AM,-0.2039,0.0000,-5.043,91.810,5.34,8.02,98.3
263,01/08/23 09:03:20 AM,-0.2039,0.0000,-4.552,90.460,5.34,7.35,89.9
264,01/08/23 09:13:20 AM,-0.2039,0.0000,-4.380,90.234,4.01,6.01,96.9
265,01/08/23 09:23:20 AM,-0.2039,0.0000,-3.986,89.802,4.68,6.01,101.1
266,01/08/23 09:33:20 AM,-0.2039,0.0000,-3.903,89.625,5.01,6.35,95.5
267,01/08/23 09:43:20 AM,-0.2039,0.0000,-3.641,90.190,4.01,5.34,84.2
268,01/08/23 09:53:20 AM,-0.2039,0.0000,-3.675,90.933,3.34,4.68,110.9
269,01/08/23 10:03:20 AM,-0.2039,0.0000,-3.488,90.744,3.67,4.68,108.1
270,01/08/23 10:13:20 AM,-0.2039,0.0000,-3.456,90.965,3.34,4.01,101.1
271,01/08/23 10:23:20 AM,-0.2039,0.0000,-3.464,90.762,3.01,4.01,105.3
272,01/08/23 10:33:20 AM,-0.2039,0.0000,-3.027,89.247,5.01,7.01,103.9
273,01/08/23 10:43:20 AM,-0.2039,0.0000,-2.935,88.887,5.34,7.01,102.5
274,01/08/23 10:53:20 AM,-0.2039,0.0000,-2.758,88.814,5.01,6.68,92.7
275,01/08/23 11:03:20 AM,-0.2039,0.0000,-2.868,90.024,4.01,6.01,94.1
276,01/08/23 11:13:20 AM,-0.2039,0.0000,-2.659,90.755,5.68,7.01,88.4
277,01/08/23 11:23:20 AM,-0.2039,0.0000,-2.646,92.448,5.68,7.68,94.1
278,01/08/23 11:33:20 AM,-0.2039,0.0000,-2.450,93.730,7.01,9.02,89.9
279,01/08/23 11:43:20 AM,-0.2039,0.0000,-2.086,94.414,7.01,8.35,87.0
280,01/08/23 11:53:20 AM,-0.2039,0.0000,-1.640,94.267,8.35,10.35,85.6
