"Plot Title: site10km"
"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 21623137, SEN S/N: 21378799)","Current, mA (LGR S/N: 21623137, SEN S/N: 21378799)","Wind Speed, m/s (LGR S/N: 21623137, SEN S/N: 21534753)","Gust Speed, m/s (LGR S/N: 21623137, SEN S/N: 21534753)","Wind Direction, ø (LGR S/N: 21623137, SEN S/N: 21534753)","Temp, °C (LGR S/N: 21623137, SEN S/N: 21549914)","RH, % (LGR S/N: 21623137, SEN S/N: 21549914)","Pressure, mbar (LGR S/N: 21623137, SEN S/N: 21569223)"
1,02/24/24 03:03:53 PM,-0.2039,0.0000,2.34,3.01,259.7,6.984,57.810,830.950
2,02/24/24 03:13:53 PM,-0.2039,0.0000,3.01,4.68,221.8,6.510,58.692,830.750
3,02/24/24 03:23:53 PM,-0.2039,0.0000,2.67,4.01,230.2,6.856,56.179,830.450
4,02/24/24 03:33:53 PM,-0.2039,0.0000,2.34,3.34,247.1,7.301,54.566,830.450
5,02/24/24 03:43:53 PM,-0.2039,0.0000,2.34,2.67,266.7,7.043,56.600,830.450
6,02/24/24 03:53:53 PM,-0.2039,0.0000,2.00,2.67,273.8,7.451,55.331,830.350
7,02/24/24 04:03:53 PM,-0.2039,0.0000,2.00,2.34,276.6,7.598,55.024,830.450
8,02/24/24 04:13:53 PM,-0.2039,0.0000,1.67,2.00,278.0,7.858,53.880,830.750
9,02/24/24 04:23:53 PM,-0.2039,0.0000,1.67,2.34,279.4,7.612,55.007,830.850
10,02/24/24 04:33:53 PM,-0.2039,0.0000,1.67,2.67,297.6,7.065,58.157,830.650
11,02/24/24 04:43:53 PM,-0.2039,0.0000,2.67,3.34,324.3,6.518,59.811,830.550
12,02/24/24 04:53:53 PM,-0.2039,0.0000,2.00,2.67,325.7,6.748,59.062,830.450
13,02/24/24 05:03:53 PM,-0.2039,0.0000,1.34,2.34,315.9,7.011,58.161,830.550
14,02/24/24 05:13:53 PM,-0.2039,0.0000,1.67,2.34,240.1,5.746,63.516,830.850
15,02/24/24 05:23:53 PM,-0.2039,0.0000,1.67,2.67,263.9,5.327,64.140,831.050
16,02/24/24 05:33:53 PM,-0.2039,0.0000,2.00,2.34,263.9,4.877,65.388,831.350
17,02/24/24 05:43:53 PM,-0.2039,0.0000,2.00,2.67,272.4,4.314,68.904,831.750
18,02/24/24 05:53:53 PM,-0.2039,0.0000,1.34,2.00,282.2,4.469,67.926,832.150
19,02/24/24 06:03:53 PM,-0.2039,0.0000,1.34,1.67,294.8,3.354,71.373,832.650
20,02/24/24 06:13:53 PM,-0.2039,0.0000,1.00,1.34,294.8,2.365,74.965,833.250
21,02/24/24 06:23:53 PM,-0.2039,0.0000,1.34,1.67,282.2,1.477,77.118,833.650
22,02/24/24 06:33:53 PM,-0.2039,0.0000,1.00,1.67,279.4,1.284,77.690,833.750
23,02/24/24 06:43:53 PM,-0.2039,0.0000,1.67,2.34,279.4,0.448,79.709,833.750
24,02/24/24 06:53:53 PM,-0.2039,0.0000,1.67,2.34,286.4,0.242,81.160,833.850
25,02/24/24 07:03:53 PM,-0.2039,0.0000,1.67,2.00,285.0,0.738,79.162,833.950
26,02/24/24 07:13:53 PM,-0.2039,0.0000,2.00,2.67,275.2,0.006,80.453,833.950
27,02/24/24 07:23:53 PM,-0.2039,0.0000,2.00,2.67,283.6,0.255,80.400,833.950
28,02/24/24 07:33:53 PM,-0.2039,0.0000,1.67,2.34,273.8,0.427,79.484,833.850
29,02/24/24 07:43:53 PM,-0.2039,0.0000,1.67,2.34,258.3,0.429,79.573,833.750
