Count,snowDepth,Calibration,Distance Measured,Datetime,Latitude,Longitude,Altitude,Sat Count,HDOP,GGA,RMC
41,86,198,112,2025-02-06 23:59:39+0000,43.296814,-115.28415,1651.2979,32,0.5,"$GPGGA,235938.80,4317.8088553,N,11517.0489977,W,2,32,0.5,1651.2979,M,-18.2555,M,4.6,0131*48","$GPRMC,235939.00,A,4317.8088518,N,11517.0489945,W,0.0,,060225,12.3,E,D*33"
42,72,198,126,0000-00-00 00:00:00+0000,43.2968,-115.284244,1651.3569,33,0.4,"$GPGGA,000101.60,4317.8079786,N,11517.0546271,W,2,33,0.4,1651.3569,M,-18.2555,M,3.4,0131*42","$GPRMC,000101.80,A,4317.8079772,N,11517.0546261,W,0.0,,070225,12.3,E,D*32"
43,83,198,115,0000-00-00 00:00:00+0000,43.296783,-115.284337,1651.5178,33,0.4,"$GPGGA,000122.20,4317.8070083,N,11517.0602156,W,2,33,0.4,1651.5178,M,-18.2556,M,4.5,0131*4E","$GPRMC,000122.40,A,4317.8070119,N,11517.0602149,W,0.0,,070225,12.3,E,D*37"
44,67,198,131,0000-00-00 00:00:00+0000,43.296762,-115.28443,1651.1425,33,0.5,"$GPGGA,000146.00,4317.8057052,N,11517.0657911,W,2,33,0.5,1651.1425,M,-18.2556,M,4.6,0131*47","$GPRMC,000146.20,A,4317.8057061,N,11517.0657820,W,0.1,,070225,12.3,E,D*3F"
45,82,198,116,2025-02-07 00:02:08+0000,43.296742,-115.284521,1651.3451,33,0.5,"$GPGGA,000207.80,4317.8044944,N,11517.0712485,W,2,33,0.5,1651.3451,M,-18.2557,M,3.6,0131*42","$GPRMC,000208.00,A,4317.8044995,N,11517.0712394,W,0.0,,070225,12.3,E,D*31"
46,77,198,121,2025-02-07 00:02:34+0000,43.296701,-115.284587,1651.1362,32,0.5,"$GPGGA,000233.80,4317.8020399,N,11517.0751956,W,2,32,0.5,1651.1362,M,-18.2557,M,4.8,0131*44","$GPRMC,000234.00,A,4317.8020411,N,11517.0752007,W,0.2,,070225,12.3,E,D*32"
47,81,198,117,0000-00-00 00:00:00+0000,43.296633,-115.28463,1650.9687,33,0.5,"$GPGGA,000308.40,4317.7979732,N,11517.0778084,W,2,33,0.5,1650.9687,M,-18.2557,M,4.2,0131*4F","$GPRMC,000308.60,A,4317.7979783,N,11517.0778045,W,0.0,,070225,12.3,E,D*34"
48,86,198,112,0000-00-00 00:00:00+0000,43.296559,-115.28464,1650.8754,33,0.5,"$GPGGA,000332.40,4317.7935365,N,11517.0784258,W,2,33,0.5,1650.8754,M,-18.2558,M,4.2,0131*49","$GPRMC,000332.60,A,4317.7935337,N,11517.0784273,W,0.0,,070225,12.3,E,D*3A"
49,87,198,111,2025-02-07 00:03:53+0000,43.296493,-115.284644,1651.02,33,0.5,"$GPGGA,000352.80,4317.7895520,N,11517.0786700,W,2,33,0.5,1651.0200,M,-18.2558,M,3.0,0131*4D","$GPRMC,000353.00,A,4317.7895496,N,11517.0786768,W,0.0,,070225,12.3,E,D*31"
50,80,198,118,0000-00-00 00:00:00+0000,43.296415,-115.284654,1650.6735,33,0.5,"$GPGGA,000414.60,4317.7849100,N,11517.0792670,W,2,33,0.5,1650.6735,M,-18.2558,M,4.4,0131*45","$GPRMC,000414.80,A,4317.7849070,N,11517.0792740,W,0.0,,070225,12.3,E,D*3F"
51,73,198,125,0000-00-00 00:00:00+0000,43.296344,-115.284668,1650.4426,33,0.5,"$GPGGA,000433.20,4317.7806206,N,11517.0800761,W,2,33,0.5,1650.4426,M,-18.2558,M,5.0,0131*49","$GPRMC,000433.40,A,4317.7806238,N,11517.0800756,W,0.0,,070225,12.3,E,D*30"
52,83,198,115,0000-00-00 00:00:00+0000,43.296271,-115.284683,1650.355,33,0.5,"$GPGGA,000452.60,4317.7762464,N,11517.0809967,W,2,33,0.5,1650.3550,M,-18.2558,M,2.8,0131*4C","$GPRMC,000452.80,A,4317.7762480,N,11517.0809971,W,0.0,,070225,12.3,E,D*31"
53,77,198,121,0000-00-00 00:00:00+0000,43.296199,-115.284695,1650.0815,33,0.5,"$GPGGA,000510.20,4317.7719514,N,11517.0817099,W,2,33,0.5,1650.0815,M,-18.2559,M,9.6,0131*49","$GPRMC,000510.40,A,4317.7719476,N,11517.0817093,W,0.0,,070225,12.3,E,D*35"
54,76,198,122,0000-00-00 00:00:00+0000,43.296124,-115.284708,1649.1865,33,0.5,"$GPGGA,000528.20,4317.7674537,N,11517.0824860,W,2,33,0.5,1649.1865,M,-18.2559,M,9.6,0131*49","$GPRMC,000528.40,A,4317.7674502,N,11517.0824776,W,0.0,,070225,12.3,E,D*3A"
55,80,198,118,0000-00-00 00:00:00+0000,43.296054,-115.284705,1648.7103,33,0.5,"$GPGGA,000546.40,4317.7632609,N,11517.0822949,W,2,33,0.5,1648.7103,M,-18.2559,M,4.1,0131*43","$GPRMC,000546.60,A,4317.7632577,N,11517.0822977,W,0.1,,070225,12.3,E,D*38"
56,80,198,118,0000-00-00 00:00:00+0000,43.295982,-115.284696,1648.6495,33,0.5,"$GPGGA,000605.60,4317.7589226,N,11517.0817329,W,2,33,0.5,1648.6495,M,-18.2559,M,1.4,0131*4E","$GPRMC,000605.80,A,4317.7589137,N,11517.0817295,W,0.0,,070225,12.3,E,D*31"
57,75,198,123,0000-00-00 00:00:00+0000,43.295913,-115.284672,1648.3122,33,0.5,"$GPGGA,000621.60,4317.7548061,N,11517.0803289,W,2,33,0.5,1648.3122,M,-18.2559,M,11.4,0131*77","$GPRMC,000621.80,A,4317.7548043,N,11517.0803348,W,0.0,,070225,12.3,E,D*3C"
58,76,198,122,0000-00-00 00:00:00+0000,43.295846,-115.284643,1647.9036,32,0.5,"$GPGGA,000649.00,4317.7507716,N,11517.0785918,W,2,32,0.5,1647.9036,M,-18.2559,M,2.8,0131*4F","$GPRMC,000649.20,A,4317.7507747,N,11517.0785886,W,0.0,,070225,12.3,E,D*38"
59,82,198,116,2025-02-07 00:07:06+0000,43.295783,-115.284612,1648.0605,32,0.5,"$GPGGA,000705.80,4317.7470075,N,11517.0767460,W,2,32,0.5,1648.0605,M,-18.2559,M,2.9,0131*42","$GPRMC,000706.00,A,4317.7470094,N,11517.0767417,W,0.0,,070225,12.3,E,D*30"
60,89,198,109,2025-02-07 00:07:23+0000,43.295721,-115.284563,1647.9615,33,0.5,"$GPGGA,000722.80,4317.7432899,N,11517.0737665,W,2,33,0.5,1647.9615,M,-18.2559,M,5.4,0131*45","$GPRMC,000723.00,A,4317.7432865,N,11517.0737716,W,0.1,,070225,12.3,E,D*31"
61,88,198,110,0000-00-00 00:00:00+0000,43.295656,-115.284508,1647.7881,33,0.5,"$GPGGA,000743.00,4317.7393725,N,11517.0705060,W,2,33,0.5,1647.7881,M,-18.2559,M,2.8,0131*4A","$GPRMC,000743.20,A,4317.7393717,N,11517.0705066,W,0.0,,070225,12.3,E,D*33"
62,90,198,108,0000-00-00 00:00:00+0000,43.295599,-115.284449,1647.4336,33,0.5,"$GPGGA,000804.40,4317.7359118,N,11517.0669421,W,2,33,0.5,1647.4336,M,-18.2559,M,5.0,0131*4D","$GPRMC,000804.60,A,4317.7359126,N,11517.0669410,W,0.0,,070225,12.3,E,D*37"
63,84,198,114,0000-00-00 00:00:00+0000,43.295539,-115.28439,1647.5091,33,0.5,"$GPGGA,000824.40,4317.7323506,N,11517.0634083,W,2,33,0.5,1647.5091,M,-18.2559,M,2.2,0131*47","$GPRMC,000824.60,A,4317.7323480,N,11517.0634081,W,0.1,,070225,12.3,E,D*34"
64,89,198,109,0000-00-00 00:00:00+0000,43.29548,-115.284325,1647.4529,33,0.5,"$GPGGA,000845.40,4317.7288279,N,11517.0595086,W,2,33,0.5,1647.4529,M,-18.2559,M,5.2,0131*42","$GPRMC,000845.60,A,4317.7288227,N,11517.0595122,W,0.0,,070225,12.3,E,D*39"
65,82,198,116,0000-00-00 00:00:00+0000,43.29542,-115.284259,1647.8054,33,0.5,"$GPGGA,000908.00,4317.7251867,N,11517.0555262,W,2,33,0.5,1647.8054,M,-18.2558,M,3.8,0131*45","$GPRMC,000908.20,A,4317.7251900,N,11517.0555226,W,0.1,,070225,12.3,E,D*35"
66,84,198,114,0000-00-00 00:00:00+0000,43.295361,-115.284197,1647.2967,33,0.5,"$GPGGA,000928.40,4317.7216413,N,11517.0517993,W,2,33,0.5,1647.2967,M,-18.2558,M,5.0,0131*41","$GPRMC,000928.40,A,4317.7216413,N,11517.0517993,W,0.0,,070225,12.3,E,D*3F"
67,93,198,105,0000-00-00 00:00:00+0000,43.295305,-115.284133,1647.7185,33,0.5,"$GPGGA,000947.60,4317.7182886,N,11517.0480094,W,2,33,0.5,1647.7185,M,-18.2558,M,1.4,0131*44","$GPRMC,000947.80,A,4317.7182811,N,11517.0480142,W,0.0,,070225,12.3,E,D*31"
68,102,198,96,0000-00-00 00:00:00+0000,43.295248,-115.284078,1647.7675,32,0.5,"$GPGGA,001009.00,4317.7148687,N,11517.0446620,W,2,32,0.5,1647.7675,M,-18.2558,M,4.8,0131*4A","$GPRMC,001009.20,A,4317.7148727,N,11517.0446581,W,0.1,,070225,12.3,E,D*35"
69,92,198,106,0000-00-00 00:00:00+0000,43.295194,-115.284024,1647.3708,33,0.5,"$GPGGA,001029.20,4317.7116275,N,11517.0414166,W,2,33,0.5,1647.3708,M,-18.2558,M,3.4,0131*4F","$GPRMC,001029.40,A,4317.7116177,N,11517.0414056,W,0.0,,070225,12.3,E,D*30"
70,94,198,104,0000-00-00 00:00:00+0000,43.295132,-115.283965,1647.4363,32,0.5,"$GPGGA,001051.20,4317.7079129,N,11517.0378892,W,2,32,0.5,1647.4363,M,-18.2558,M,5.0,0131*40","$GPRMC,001051.40,A,4317.7079097,N,11517.0378855,W,0.1,,070225,12.3,E,D*3F"
71,107,198,91,0000-00-00 00:00:00+0000,43.295074,-115.283919,1647.6126,32,0.5,"$GPGGA,001124.20,4317.7044506,N,11517.0351593,W,2,32,0.5,1647.6126,M,-18.2558,M,2.0,0131*45","$GPRMC,001124.40,A,4317.7044553,N,11517.0351561,W,0.1,,070225,12.3,E,D*3E"
72,109,198,89,0000-00-00 00:00:00+0000,43.295012,-115.283869,1647.6099,34,0.4,"$GPGGA,001148.00,4317.7006973,N,11517.0321258,W,2,34,0.4,1647.6099,M,-18.2558,M,1.8,0131*4B","$GPRMC,001148.20,A,4317.7006967,N,11517.0321285,W,0.2,,070225,12.3,E,D*36"
73,103,198,95,0000-00-00 00:00:00+0000,43.294955,-115.28383,1647.517,33,0.5,"$GPGGA,001215.40,4317.6973231,N,11517.0298007,W,2,33,0.5,1647.5170,M,-18.2557,M,5.2,0131*4A","$GPRMC,001215.60,A,4317.6973201,N,11517.0297998,W,0.0,,070225,12.3,E,D*31"
74,102,198,96,0000-00-00 00:00:00+0000,43.294882,-115.283791,1647.2775,33,0.5,"$GPGGA,001235.20,4317.6928960,N,11517.0274893,W,2,33,0.5,1647.2775,M,-18.2557,M,3.6,0131*4E","$GPRMC,001235.40,A,4317.6928999,N,11517.0274928,W,0.0,,070225,12.3,E,D*33"
75,97,198,101,0000-00-00 00:00:00+0000,43.294815,-115.283763,1647.1387,34,0.4,"$GPGGA,001254.60,4317.6888794,N,11517.0257755,W,2,34,0.4,1647.1387,M,-18.2557,M,2.4,0131*48","$GPRMC,001254.80,A,4317.6888759,N,11517.0257764,W,0.0,,070225,12.3,E,D*36"
76,108,198,90,0000-00-00 00:00:00+0000,43.294745,-115.283738,1646.9937,34,0.4,"$GPGGA,001318.00,4317.6847107,N,11517.0242768,W,2,34,0.4,1646.9937,M,-18.2558,M,1.8,0131*4A","$GPRMC,001318.20,A,4317.6847100,N,11517.0242759,W,0.0,,070225,12.3,E,D*36"
77,92,198,106,2025-02-07 00:13:38+0000,43.294669,-115.283723,1647.005,34,0.4,"$GPGGA,001337.80,4317.6801479,N,11517.0233570,W,2,34,0.4,1647.0050,M,-18.2558,M,3.6,0131*40","$GPRMC,001338.00,A,4317.6801492,N,11517.0233532,W,0.0,,070225,12.3,E,D*33"
78,101,198,97,0000-00-00 00:00:00+0000,43.294601,-115.283705,1646.7618,34,0.4,"$GPGGA,001401.60,4317.6760824,N,11517.0223278,W,2,34,0.4,1646.7618,M,-18.2558,M,3.4,0131*40","$GPRMC,001401.80,A,4317.6760825,N,11517.0223242,W,0.0,,070225,12.3,E,D*3F"
79,96,198,102,0000-00-00 00:00:00+0000,43.294533,-115.283697,1646.6023,33,0.5,"$GPGGA,001425.20,4317.6720096,N,11517.0217917,W,2,33,0.5,1646.6023,M,-18.2558,M,3.0,0131*4F","$GPRMC,001425.40,A,4317.6720107,N,11517.0217910,W,0.1,,070225,12.3,E,D*32"
80,89,198,109,2025-02-07 00:14:47+0000,43.29446,-115.28369,1646.7467,33,0.5,"$GPGGA,001446.80,4317.6676291,N,11517.0214273,W,2,33,0.5,1646.7467,M,-18.2558,M,3.2,0131*4A","$GPRMC,001447.00,A,4317.6676235,N,11517.0214297,W,0.0,,070225,12.3,E,D*34"
81,88,198,110,2025-02-07 00:15:06+0000,43.294389,-115.283686,1646.8907,33,0.5,"$GPGGA,001505.80,4317.6633211,N,11517.0211515,W,2,33,0.5,1646.8907,M,-18.2558,M,1.5,0131*46","$GPRMC,001506.00,A,4317.6633228,N,11517.0211556,W,0.0,,070225,12.3,E,D*32"
82,104,198,94,0000-00-00 00:00:00+0000,43.294312,-115.283696,1646.7653,34,0.4,"$GPGGA,001527.40,4317.6587191,N,11517.0217331,W,2,34,0.4,1646.7653,M,-18.2558,M,5.2,0131*4F","$GPRMC,001527.60,A,4317.6587185,N,11517.0217366,W,0.0,,070225,12.3,E,D*3C"
83,73,198,125,0000-00-00 00:00:00+0000,43.294244,-115.2837,1646.793,34,0.4,"$GPGGA,001550.60,4317.6546415,N,11517.0219930,W,2,34,0.4,1646.7930,M,-18.2559,M,4.4,0131*40","$GPRMC,001550.60,A,4317.6546415,N,11517.0219930,W,0.0,,070225,12.3,E,D*3A"
84,83,198,115,0000-00-00 00:00:00+0000,43.29417,-115.283705,1646.6988,32,0.5,"$GPGGA,001610.40,4317.6502039,N,11517.0223117,W,2,32,0.5,1646.6988,M,-18.2559,M,4.8,0131*42","$GPRMC,001610.60,A,4317.6502042,N,11517.0223161,W,0.0,,070225,12.3,E,D*3E"
85,81,198,117,0000-00-00 00:00:00+0000,43.294095,-115.283713,1646.574,35,0.4,"$GPGGA,001631.40,4317.6456848,N,11517.0228019,W,2,35,0.4,1646.5740,M,-18.2559,M,3.2,0131*49","$GPRMC,001631.60,A,4317.6456894,N,11517.0227962,W,0.0,,070225,12.3,E,D*31"
86,92,198,106,0000-00-00 00:00:00+0000,43.294021,-115.283724,1646.5518,35,0.4,"$GPGGA,001655.60,4317.6412889,N,11517.0234295,W,2,35,0.4,1646.5518,M,-18.2559,M,3.4,0131*46","$GPRMC,001655.80,A,4317.6412876,N,11517.0234306,W,0.0,,070225,12.2,E,D*3A"
87,87,198,111,0000-00-00 00:00:00+0000,43.29395,-115.283732,1646.3984,35,0.4,"$GPGGA,001716.20,4317.6369834,N,11517.0239302,W,2,35,0.4,1646.3984,M,-18.2559,M,7.2,0131*46","$GPRMC,001716.40,A,4317.6369828,N,11517.0239297,W,0.0,,070225,12.2,E,D*34"
88,85,198,113,0000-00-00 00:00:00+0000,43.293881,-115.283742,1646.579,35,0.4,"$GPGGA,001740.40,4317.6328618,N,11517.0244938,W,2,35,0.4,1646.5790,M,-18.2560,M,7.4,0131*4E","$GPRMC,001740.60,A,4317.6328630,N,11517.0244936,W,0.0,,070225,12.2,E,D*3D"
89,82,198,116,0000-00-00 00:00:00+0000,43.293812,-115.28375,1646.3803,35,0.4,"$GPGGA,001801.40,4317.6287318,N,11517.0249933,W,2,35,0.4,1646.3803,M,-18.2560,M,3.2,0131*42","$GPRMC,001801.60,A,4317.6287307,N,11517.0249881,W,0.0,,070225,12.2,E,D*32"
90,84,198,114,0000-00-00 00:00:00+0000,43.293739,-115.283762,1646.4717,35,0.4,"$GPGGA,001819.60,4317.6243576,N,11517.0257475,W,2,35,0.4,1646.4717,M,-18.2560,M,5.8,0131*4E","$GPRMC,001819.80,A,4317.6243657,N,11517.0257446,W,0.0,,070225,12.2,E,D*35"
91,81,198,117,0000-00-00 00:00:00+0000,43.293671,-115.283768,1646.2771,35,0.4,"$GPGGA,001838.60,4317.6202783,N,11517.0260943,W,2,35,0.4,1646.2771,M,-18.2560,M,4.4,0131*47","$GPRMC,001838.80,A,4317.6202755,N,11517.0260946,W,0.0,,070225,12.2,E,D*39"
92,82,198,116,0000-00-00 00:00:00+0000,43.2936,-115.283776,1646.2482,35,0.4,"$GPGGA,001901.20,4317.6160076,N,11517.0265770,W,2,35,0.4,1646.2482,M,-18.2560,M,3.0,0131*45","$GPRMC,001901.40,A,4317.6160103,N,11517.0265755,W,0.0,,070225,12.2,E,D*35"
93,82,198,116,0000-00-00 00:00:00+0000,43.29353,-115.283781,1646.3854,35,0.4,"$GPGGA,001919.60,4317.6118208,N,11517.0268656,W,2,35,0.4,1646.3854,M,-18.2561,M,3.4,0131*47","$GPRMC,001919.80,A,4317.6118183,N,11517.0268694,W,0.0,,070225,12.2,E,D*36"
94,85,198,113,0000-00-00 00:00:00+0000,43.293459,-115.283794,1646.2992,35,0.4,"$GPGGA,001940.40,4317.6075172,N,11517.0276661,W,2,35,0.4,1646.2992,M,-18.2561,M,5.0,0131*4E","$GPRMC,001940.60,A,4317.6075182,N,11517.0276644,W,0.0,,070225,12.2,E,D*3D"
95,82,198,116,0000-00-00 00:00:00+0000,43.293388,-115.283803,1646.4592,35,0.4,"$GPGGA,001958.60,4317.6032663,N,11517.0281667,W,2,35,0.4,1646.4592,M,-18.2561,M,2.8,0131*4A","$GPRMC,001958.80,A,4317.6032649,N,11517.0281672,W,0.0,,070225,12.2,E,D*34"
96,58,198,140,0000-00-00 00:00:00+0000,43.293322,-115.283813,1646.2097,35,0.4,"$GPGGA,002019.00,4317.5993130,N,11517.0287883,W,2,35,0.4,1646.2097,M,-18.2561,M,2.8,0131*47","$GPRMC,002019.20,A,4317.5993141,N,11517.0287885,W,0.1,,070225,12.2,E,D*3E"
97,79,198,119,0000-00-00 00:00:00+0000,43.293255,-115.283819,1646.4119,35,0.4,"$GPGGA,002226.60,4317.5953179,N,11517.0291403,W,2,35,0.4,1646.4119,M,-18.2561,M,4.4,0131*46","$GPRMC,002226.80,A,4317.5953196,N,11517.0291396,W,0.0,,070225,12.2,E,D*33"
98,80,198,118,0000-00-00 00:00:00+0000,43.293182,-115.28383,1646.3581,35,0.4,"$GPGGA,002254.40,4317.5909047,N,11517.0298208,W,2,35,0.4,1646.3581,M,-18.2562,M,2.2,0131*47","$GPRMC,002254.60,A,4317.5909090,N,11517.0298251,W,0.0,,070225,12.2,E,D*33"
99,82,198,116,0000-00-00 00:00:00+0000,43.293117,-115.283844,1646.8024,36,0.4,"$GPGGA,002314.20,4317.5869996,N,11517.0306433,W,2,36,0.4,1646.8024,M,-18.2562,M,4.0,0131*48","$GPRMC,002314.40,A,4317.5870031,N,11517.0306391,W,0.0,,070225,12.2,E,D*3B"
100,91,198,107,0000-00-00 00:00:00+0000,43.293054,-115.283849,1647.1632,34,0.5,"$GPGGA,002341.00,4317.5832161,N,11517.0309238,W,2,34,0.5,1647.1632,M,-18.2562,M,3.8,0131*43","$GPRMC,002341.20,A,4317.5832173,N,11517.0309198,W,0.0,,070225,12.2,E,D*38"
101,84,198,114,0000-00-00 00:00:00+0000,43.292984,-115.283862,1647.4467,34,0.5,"$GPGGA,002400.80,4317.5790698,N,11517.0316949,W,2,34,0.5,1647.4467,M,-18.2562,M,2.6,0131*44","$GPRMC,002400.80,A,4317.5790698,N,11517.0316949,W,0.0,,070225,12.2,E,D*3F"
102,85,198,113,0000-00-00 00:00:00+0000,43.292922,-115.283871,1647.7499,35,0.4,"$GPGGA,002419.40,4317.5753027,N,11517.0322553,W,2,35,0.4,1647.7499,M,-18.2563,M,3.2,0131*4B","$GPRMC,002419.60,A,4317.5752982,N,11517.0322514,W,0.0,,070225,12.2,E,D*30"
103,94,198,104,2025-02-07 00:24:43+0000,43.292853,-115.283878,1648.1862,36,0.4,"$GPGGA,002442.80,4317.5712044,N,11517.0326777,W,2,36,0.4,1648.1862,M,-18.2563,M,2.6,0131*4E","$GPRMC,002443.00,A,4317.5712074,N,11517.0326788,W,0.0,,070225,12.2,E,D*3E"
104,92,198,106,0000-00-00 00:00:00+0000,43.292786,-115.283887,1648.4439,36,0.4,"$GPGGA,002505.00,4317.5671458,N,11517.0331953,W,2,36,0.4,1648.4439,M,-18.2563,M,3.2,0131*45","$GPRMC,002505.20,A,4317.5671463,N,11517.0331949,W,0.0,,070225,12.2,E,D*3C"
105,82,198,116,2025-02-07 00:25:25+0000,43.292724,-115.283893,1648.2166,34,0.5,"$GPGGA,002524.80,4317.5634518,N,11517.0335839,W,2,34,0.5,1648.2166,M,-18.2563,M,2.6,0131*4C","$GPRMC,002525.00,A,4317.5634552,N,11517.0335819,W,0.0,,070225,12.2,E,D*3E"
106,64,198,134,0000-00-00 00:00:00+0000,43.292649,-115.283905,1648.6759,34,0.5,"$GPGGA,002639.60,4317.5589310,N,11517.0343040,W,2,34,0.5,1648.6759,M,-18.2563,M,4.0,0131*4F","$GPRMC,002639.80,A,4317.5589328,N,11517.0343059,W,0.0,,070225,12.2,E,D*3B"
107,82,198,116,2025-02-07 00:27:00+0000,43.292577,-115.283925,1648.2905,36,0.4,"$GPGGA,002700.00,4317.5546349,N,11517.0354954,W,2,36,0.4,1648.2905,M,-18.2564,M,1.8,0131*4D","$GPRMC,002700.00,A,4317.5546349,N,11517.0354954,W,0.0,,070225,12.2,E,D*3E"
108,78,198,120,2025-02-07 00:27:20+0000,43.29251,-115.283943,1648.3072,36,0.4,"$GPGGA,002719.80,4317.5505766,N,11517.0365612,W,2,36,0.4,1648.3072,M,-18.2564,M,3.6,0131*48","$GPRMC,002720.00,A,4317.5505773,N,11517.0365584,W,0.0,,070225,12.2,E,D*35"
109,85,198,113,0000-00-00 00:00:00+0000,43.292441,-115.283956,1647.8842,35,0.4,"$GPGGA,002741.00,4317.5464633,N,11517.0373744,W,2,35,0.4,1647.8842,M,-18.2564,M,3.4,0131*41","$GPRMC,002741.20,A,4317.5464621,N,11517.0373718,W,0.0,,070225,12.2,E,D*30"
110,86,198,112,0000-00-00 00:00:00+0000,43.292372,-115.283971,1647.654,36,0.4,"$GPGGA,002758.40,4317.5423327,N,11517.0382741,W,2,36,0.4,1647.6540,M,-18.2564,M,5.0,0131*45","$GPRMC,002758.40,A,4317.5423327,N,11517.0382741,W,0.0,,070225,12.2,E,D*3C"
111,88,198,110,0000-00-00 00:00:00+0000,43.292303,-115.283985,1647.5927,35,0.4,"$GPGGA,002816.20,4317.5381571,N,11517.0390874,W,2,35,0.4,1647.5927,M,-18.2565,M,4.6,0131*4D","$GPRMC,002816.40,A,4317.5381569,N,11517.0390871,W,0.0,,070225,12.2,E,D*35"
112,94,198,104,0000-00-00 00:00:00+0000,43.292233,-115.283999,1647.4572,36,0.4,"$GPGGA,002837.20,4317.5339818,N,11517.0399193,W,2,36,0.4,1647.4572,M,-18.2565,M,3.0,0131*49","$GPRMC,002837.40,A,4317.5339784,N,11517.0399185,W,0.0,,070225,12.2,E,D*3F"
113,93,198,105,0000-00-00 00:00:00+0000,43.292159,-115.284022,1646.9876,35,0.4,"$GPGGA,002856.40,4317.5295451,N,11517.0412998,W,2,35,0.4,1646.9876,M,-18.2565,M,4.2,0131*4A","$GPRMC,002856.60,A,4317.5295459,N,11517.0412956,W,0.0,,070225,12.2,E,D*3C"
114,96,198,102,0000-00-00 00:00:00+0000,43.292094,-115.284034,1647.4079,34,0.5,"$GPGGA,002918.40,4317.5256468,N,11517.0420641,W,2,34,0.5,1647.4079,M,-18.2565,M,2.2,0131*43","$GPRMC,002918.60,A,4317.5256506,N,11517.0420611,W,0.0,,070225,12.2,E,D*3E"
115,84,198,114,0000-00-00 00:00:00+0000,43.292028,-115.284051,1647.7376,33,0.5,"$GPGGA,002937.20,4317.5217061,N,11517.0430770,W,2,33,0.5,1647.7376,M,-18.2565,M,3.0,0131*49","$GPRMC,002937.40,A,4317.5217032,N,11517.0430746,W,0.0,,070225,12.2,E,D*34"
116,89,198,109,0000-00-00 00:00:00+0000,43.291961,-115.284065,1647.5551,33,0.5,"$GPGGA,002959.60,4317.5176312,N,11517.0438951,W,2,33,0.5,1647.5551,M,-18.2566,M,1.4,0131*47","$GPRMC,002959.60,A,4317.5176312,N,11517.0438951,W,0.0,,070225,12.2,E,D*3B"
117,86,198,112,0000-00-00 00:00:00+0000,43.291889,-115.284084,1647.7818,34,0.5,"$GPGGA,003020.20,4317.5133400,N,11517.0450139,W,2,34,0.5,1647.7818,M,-18.2566,M,4.0,0131*4C","$GPRMC,003020.40,A,4317.5133390,N,11517.0450065,W,0.0,,070225,12.2,E,D*34"
118,72,198,126,0000-00-00 00:00:00+0000,43.29182,-115.284105,1647.7853,34,0.5,"$GPGGA,003047.40,4317.5091978,N,11517.0462855,W,2,34,0.5,1647.7853,M,-18.2566,M,3.8,0131*42","$GPRMC,003047.60,A,4317.5092067,N,11517.0462843,W,0.0,,070225,12.2,E,D*3B"
119,95,198,103,0000-00-00 00:00:00+0000,43.291758,-115.284126,1648.2891,34,0.5,"$GPGGA,003106.00,4317.5054641,N,11517.0475410,W,2,34,0.5,1648.2891,M,-18.2566,M,1.8,0131*43","$GPRMC,003106.20,A,4317.5054665,N,11517.0475403,W,0.0,,070225,12.2,E,D*3B"
120,91,198,107,0000-00-00 00:00:00+0000,43.291686,-115.284147,1648.9296,32,0.5,"$GPGGA,003126.20,4317.5011331,N,11517.0488320,W,2,32,0.5,1648.9296,M,-18.2567,M,4.0,0131*4A","$GPRMC,003126.40,A,4317.5011323,N,11517.0488317,W,0.0,,070225,12.2,E,D*39"
121,80,198,118,0000-00-00 00:00:00+0000,43.291623,-115.284158,1649.8432,34,0.5,"$GPGGA,003148.20,4317.4973998,N,11517.0494805,W,2,34,0.5,1649.8432,M,-18.2567,M,2.0,0131*4E","$GPRMC,003148.40,A,4317.4973942,N,11517.0494751,W,0.0,,070225,12.2,E,D*3B"
122,73,198,125,0000-00-00 00:00:00+0000,43.29156,-115.284175,1649.965,33,0.5,"$GPGGA,003206.20,4317.4936096,N,11517.0504988,W,2,33,0.5,1649.9650,M,-18.2567,M,2.0,0131*4D","$GPRMC,003206.40,A,4317.4936064,N,11517.0504978,W,0.0,,070225,12.2,E,D*33"
123,78,198,120,0000-00-00 00:00:00+0000,43.291492,-115.284185,1650.2358,36,0.4,"$GPGGA,003225.60,4317.4895146,N,11517.0511182,W,2,36,0.4,1650.2358,M,-18.2567,M,3.4,0131*45","$GPRMC,003225.80,A,4317.4895111,N,11517.0511078,W,0.0,,070225,12.2,E,D*38"
124,81,198,117,0000-00-00 00:00:00+0000,43.291424,-115.284203,1650.1926,36,0.4,"$GPGGA,003309.20,4317.4854697,N,11517.0522030,W,2,36,0.4,1650.1926,M,-18.2568,M,5.0,0131*4D","$GPRMC,003309.40,A,4317.4854702,N,11517.0522031,W,0.0,,070225,12.2,E,D*3F"
125,74,198,124,2025-02-07 00:33:29+0000,43.291357,-115.284219,1649.8602,36,0.4,"$GPGGA,003328.80,4317.4814462,N,11517.0531596,W,2,36,0.4,1649.8602,M,-18.2568,M,3.2,0131*4F","$GPRMC,003329.00,A,4317.4814484,N,11517.0531643,W,0.0,,070225,12.2,E,D*31"
