Count,snowDepth,Calibration,Distance Measured,Datetime,Latitude,Longitude,Altitude,Sat Count,HDOP,GGA,RMC
126,69,190,121,0000-00-00 00:00:00+0000,43.300893,-115.281054,1651.4377,29,0.5,"$GPGGA,225949.40,4318.0535947,N,11516.8632310,W,2,29,0.5,1651.4377,M,-18.2530,M,3.1,0131*45","$GPRMC,225949.60,A,4318.0535916,N,11516.8632354,W,0.1,,060225,12.3,E,D*35"
127,80,190,110,0000-00-00 00:00:00+0000,43.300841,-115.281061,1650.6033,29,0.5,"$GPGGA,230012.60,4318.0504412,N,11516.8636358,W,2,29,0.5,1650.6033,M,-18.2530,M,2.3,0131*40","$GPRMC,230012.80,A,4318.0504326,N,11516.8636453,W,0.0,,060225,12.3,E,D*36"
128,76,190,114,0000-00-00 00:00:00+0000,43.300784,-115.281067,1650.5112,29,0.5,"$GPGGA,230036.40,4318.0470560,N,11516.8640143,W,2,29,0.5,1650.5112,M,-18.2530,M,2.1,0131*48","$GPRMC,230036.60,A,4318.0470538,N,11516.8640162,W,0.0,,060225,12.3,E,D*33"
129,74,190,116,2025-02-06 23:01:21+0000,43.300734,-115.281075,1650.3161,29,0.5,"$GPGGA,230120.80,4318.0440268,N,11516.8644720,W,2,29,0.5,1650.3161,M,-18.2530,M,4.5,0131*49","$GPRMC,230121.00,A,4318.0440285,N,11516.8644727,W,0.0,,060225,12.3,E,D*33"
130,78,190,112,2025-02-06 23:01:42+0000,43.300681,-115.281075,1650.3323,30,0.5,"$GPGGA,230141.80,4318.0408436,N,11516.8644952,W,2,30,0.5,1650.3323,M,-18.2531,M,1.5,0131*4C","$GPRMC,230142.00,A,4318.0408378,N,11516.8644860,W,0.0,,060225,12.3,E,D*35"
131,75,190,115,0000-00-00 00:00:00+0000,43.300626,-115.281079,1650.314,30,0.5,"$GPGGA,230252.20,4318.0375651,N,11516.8647644,W,2,30,0.5,1650.3140,M,-18.2531,M,5.9,0131*4D","$GPRMC,230252.40,A,4318.0375653,N,11516.8647632,W,0.0,,060225,12.3,E,D*38"
132,73,190,117,0000-00-00 00:00:00+0000,43.30057,-115.281085,1649.9067,30,0.5,"$GPGGA,230326.00,4318.0342165,N,11516.8650997,W,2,30,0.5,1649.9067,M,-18.2531,M,3.7,0131*40","$GPRMC,230326.20,A,4318.0342140,N,11516.8651031,W,0.0,,060225,12.3,E,D*3F"
133,81,190,109,2025-02-06 23:03:55+0000,43.30052,-115.281088,1650.1966,30,0.5,"$GPGGA,230354.80,4318.0311873,N,11516.8652551,W,2,30,0.5,1650.1966,M,-18.2531,M,2.5,0131*4A","$GPRMC,230355.00,A,4318.0311865,N,11516.8652630,W,0.0,,060225,12.3,E,D*35"
134,84,190,106,0000-00-00 00:00:00+0000,43.300465,-115.281091,1650.0154,30,0.5,"$GPGGA,230422.20,4318.0279180,N,11516.8654669,W,2,30,0.5,1650.0154,M,-18.2531,M,5.9,0131*41","$GPRMC,230422.40,A,4318.0279179,N,11516.8654680,W,0.0,,060225,12.3,E,D*30"
135,73,190,117,0000-00-00 00:00:00+0000,43.300414,-115.281093,1649.8258,30,0.5,"$GPGGA,230444.20,4318.0248657,N,11516.8655849,W,2,30,0.5,1649.8258,M,-18.2531,M,3.9,0131*4A","$GPRMC,230444.40,A,4318.0248636,N,11516.8655872,W,0.0,,060225,12.3,E,D*3C"
136,71,190,119,0000-00-00 00:00:00+0000,43.300361,-115.281096,1649.7692,30,0.5,"$GPGGA,230504.60,4318.0216339,N,11516.8657444,W,2,30,0.5,1649.7692,M,-18.2531,M,2.3,0131*48","$GPRMC,230504.60,A,4318.0216339,N,11516.8657444,W,0.0,,060225,12.3,E,D*31"
137,69,190,121,0000-00-00 00:00:00+0000,43.300301,-115.281102,1649.6426,30,0.5,"$GPGGA,230526.60,4318.0180877,N,11516.8661231,W,2,30,0.5,1649.6426,M,-18.2532,M,4.3,0131*4D","$GPRMC,230526.80,A,4318.0180899,N,11516.8661214,W,0.0,,060225,12.3,E,D*34"
138,77,190,113,0000-00-00 00:00:00+0000,43.300246,-115.281108,1649.8453,30,0.5,"$GPGGA,230554.00,4318.0147553,N,11516.8664940,W,2,30,0.5,1649.8453,M,-18.2532,M,1.7,0131*4B","$GPRMC,230554.20,A,4318.0147486,N,11516.8664941,W,0.0,,060225,12.3,E,D*3C"
139,79,190,111,0000-00-00 00:00:00+0000,43.300194,-115.28111,1649.7613,30,0.5,"$GPGGA,230630.40,4318.0116381,N,11516.8666190,W,2,30,0.5,1649.7613,M,-18.2532,M,2.1,0131*48","$GPRMC,230630.60,A,4318.0116362,N,11516.8666271,W,0.0,,060225,12.3,E,D*3A"
140,90,190,100,0000-00-00 00:00:00+0000,43.300144,-115.281114,1649.5256,29,0.5,"$GPGGA,230715.40,4318.0086212,N,11516.8668265,W,2,29,0.5,1649.5256,M,-18.2532,M,5.1,0131*42","$GPRMC,230715.60,A,4318.0086274,N,11516.8668255,W,0.0,,060225,12.3,E,D*3A"
141,77,190,113,0000-00-00 00:00:00+0000,43.300086,-115.281122,1650.0579,29,0.5,"$GPGGA,230837.00,4318.0051814,N,11516.8673201,W,2,29,0.5,1650.0579,M,-18.2532,M,2.7,0131*41","$GPRMC,230837.20,A,4318.0051826,N,11516.8673277,W,0.0,,060225,12.3,E,D*3C"
142,83,190,107,0000-00-00 00:00:00+0000,43.300034,-115.281128,1650.1105,29,0.5,"$GPGGA,230902.60,4318.0020379,N,11516.8676689,W,2,29,0.5,1650.1105,M,-18.2532,M,4.3,0131*4B","$GPRMC,230902.60,A,4318.0020379,N,11516.8676689,W,0.0,,060225,12.3,E,D*38"
143,71,190,119,0000-00-00 00:00:00+0000,43.299983,-115.281135,1649.73,29,0.5,"$GPGGA,230944.40,4317.9989931,N,11516.8680758,W,2,29,0.5,1649.7300,M,-18.2533,M,4.1,0131*4F","$GPRMC,230944.60,A,4317.9989896,N,11516.8680726,W,0.1,,060225,12.3,E,D*30"
144,79,190,111,0000-00-00 00:00:00+0000,43.299934,-115.281136,1650.2784,28,0.5,"$GPGGA,231007.40,4317.9960270,N,11516.8681407,W,2,28,0.5,1650.2784,M,-18.2533,M,3.1,0131*42","$GPRMC,231007.60,A,4317.9960207,N,11516.8681462,W,0.1,,060225,12.3,E,D*38"
145,83,190,107,0000-00-00 00:00:00+0000,43.299881,-115.28114,1650.7453,29,0.5,"$GPGGA,231036.20,4317.9928346,N,11516.8684273,W,2,29,0.5,1650.7453,M,-18.2533,M,1.8,0131*48","$GPRMC,231036.40,A,4317.9928386,N,11516.8684326,W,0.1,,060225,12.3,E,D*3E"
146,92,190,98,0000-00-00 00:00:00+0000,43.299827,-115.281145,1650.6781,29,0.5,"$GPGGA,231111.00,4317.9895921,N,11516.8686869,W,2,29,0.5,1650.6781,M,-18.2533,M,2.7,0131*40","$GPRMC,231111.20,A,4317.9895963,N,11516.8686901,W,0.0,,060225,12.3,E,D*36"
147,81,190,109,0000-00-00 00:00:00+0000,43.299773,-115.281151,1651.0436,28,0.5,"$GPGGA,231135.60,4317.9863685,N,11516.8690375,W,2,28,0.5,1651.0436,M,-18.2533,M,1.3,0131*47","$GPRMC,231135.80,A,4317.9863701,N,11516.8690400,W,0.0,,060225,12.3,E,D*32"
148,84,190,106,0000-00-00 00:00:00+0000,43.299721,-115.281159,1651.282,29,0.5,"$GPGGA,231156.20,4317.9832346,N,11516.8695329,W,2,29,0.5,1651.2820,M,-18.2533,M,3.9,0131*44","$GPRMC,231156.40,A,4317.9832337,N,11516.8695338,W,0.1,,060225,12.3,E,D*36"
149,82,190,108,0000-00-00 00:00:00+0000,43.299674,-115.281164,1651.6176,29,0.5,"$GPGGA,231218.60,4317.9804106,N,11516.8698240,W,2,29,0.5,1651.6176,M,-18.2533,M,2.3,0131*4C","$GPRMC,231218.80,A,4317.9804070,N,11516.8698254,W,0.1,,060225,12.3,E,D*30"
150,87,190,103,0000-00-00 00:00:00+0000,43.299623,-115.281172,1651.4121,29,0.5,"$GPGGA,231241.00,4317.9773979,N,11516.8703493,W,2,29,0.5,1651.4121,M,-18.2534,M,2.7,0131*41","$GPRMC,231241.20,A,4317.9773967,N,11516.8703450,W,0.1,,060225,12.3,E,D*37"
151,83,190,107,2025-02-06 23:13:23+0000,43.299566,-115.281179,1651.6316,29,0.5,"$GPGGA,231322.80,4317.9739506,N,11516.8707404,W,2,29,0.5,1651.6316,M,-18.2534,M,2.5,0131*4B","$GPRMC,231323.00,A,4317.9739573,N,11516.8707454,W,0.0,,060225,12.3,E,D*36"
152,86,190,104,0000-00-00 00:00:00+0000,43.299514,-115.281186,1652.223,29,0.5,"$GPGGA,231347.20,4317.9708690,N,11516.8711307,W,2,29,0.5,1652.2230,M,-18.2534,M,4.9,0131*47","$GPRMC,231347.40,A,4317.9708697,N,11516.8711322,W,0.2,,060225,12.3,E,D*38"
153,100,190,90,2025-02-06 23:14:13+0000,43.299461,-115.281192,1652.3303,31,0.5,"$GPGGA,231412.80,4317.9676494,N,11516.8715078,W,2,31,0.5,1652.3303,M,-18.2534,M,2.5,0131*48","$GPRMC,231413.00,A,4317.9676481,N,11516.8715116,W,0.1,,060225,12.3,E,D*35"
0,87,196,109,0000-00-00 00:00:00+0000,43.299363,-115.281217,1652.9982,30,0.5,"$GPGGA,232456.60,4317.9617719,N,11516.8730181,W,1,30,0.5,1652.9982,M,-18.2534,M,,*65","$GPRMC,232456.80,A,4317.9617736,N,11516.8730197,W,0.0,,060225,12.3,E,A*3D"
1,83,196,113,2025-02-06 23:25:11+0000,43.299311,-115.281222,1653.2419,31,0.5,"$GPGGA,232510.80,4317.9586336,N,11516.8733422,W,1,31,0.5,1653.2419,M,-18.2535,M,,*60","$GPRMC,232511.00,A,4317.9586381,N,11516.8733484,W,0.0,,060225,12.3,E,A*30"
2,86,196,110,2025-02-06 23:25:28+0000,43.299261,-115.281226,1653.2887,31,0.5,"$GPGGA,232527.80,4317.9556811,N,11516.8735745,W,1,31,0.5,1653.2887,M,-18.2535,M,,*68","$GPRMC,232528.00,A,4317.9556672,N,11516.8735735,W,0.1,,060225,12.3,E,A*30"
3,86,196,110,0000-00-00 00:00:00+0000,43.29922,-115.28123,1652.6521,30,0.5,"$GPGGA,232551.40,4317.9531821,N,11516.8738293,W,2,30,0.5,1652.6521,M,-18.2535,M,5.8,0135*46","$GPRMC,232551.60,A,4317.9531855,N,11516.8738311,W,0.1,,060225,12.3,E,D*38"
4,87,196,109,0000-00-00 00:00:00+0000,43.299168,-115.281236,1651.7361,31,0.5,"$GPGGA,232608.00,4317.9501087,N,11516.8741357,W,2,31,0.5,1651.7361,M,-18.2535,M,3.8,0135*4A","$GPRMC,232608.20,A,4317.9501101,N,11516.8741379,W,0.0,,060225,12.3,E,D*39"
5,96,196,100,0000-00-00 00:00:00+0000,43.299115,-115.281239,1650.8721,31,0.5,"$GPGGA,232624.00,4317.9468888,N,11516.8743495,W,2,31,0.5,1650.8721,M,-18.2535,M,1.8,0135*4A","$GPRMC,232624.20,A,4317.9468887,N,11516.8743528,W,0.0,,060225,12.3,E,D*3E"
6,95,196,101,2025-02-06 23:26:43+0000,43.299033,-115.281248,1650.4183,31,0.5,"$GPGGA,232642.80,4317.9419679,N,11516.8748728,W,2,31,0.5,1650.4183,M,-18.2535,M,2.6,0135*45","$GPRMC,232643.00,A,4317.9419625,N,11516.8748842,W,0.0,,060225,12.2,E,D*36"
7,95,196,101,0000-00-00 00:00:00+0000,43.298964,-115.281251,1650.618,29,0.5,"$GPGGA,232659.40,4317.9378569,N,11516.8750678,W,2,29,0.5,1650.6180,M,-18.2535,M,5.1,0135*44","$GPRMC,232659.60,A,4317.9378618,N,11516.8750670,W,0.0,,060225,12.2,E,D*33"
8,76,196,120,0000-00-00 00:00:00+0000,43.298887,-115.281263,1650.0861,31,0.5,"$GPGGA,232717.60,4317.9332271,N,11516.8758028,W,2,31,0.5,1650.0861,M,-18.2536,M,1.4,0131*49","$GPRMC,232717.80,A,4317.9332263,N,11516.8758134,W,0.0,,060225,12.2,E,D*3F"
9,89,196,107,0000-00-00 00:00:00+0000,43.298808,-115.281276,1650.8273,30,0.5,"$GPGGA,232738.00,4317.9285082,N,11516.8765401,W,2,30,0.5,1650.8273,M,-18.2536,M,3.8,0131*4E","$GPRMC,232738.20,A,4317.9285078,N,11516.8765514,W,0.0,,060225,12.2,E,D*35"
10,81,196,115,0000-00-00 00:00:00+0000,43.298733,-115.28128,1650.8264,31,0.5,"$GPGGA,232757.20,4317.9239671,N,11516.8767963,W,2,31,0.5,1650.8264,M,-18.2536,M,4.9,0131*42","$GPRMC,232757.40,A,4317.9239692,N,11516.8768023,W,0.0,,060225,12.2,E,D*33"
11,80,196,116,0000-00-00 00:00:00+0000,43.29866,-115.281291,1650.9,31,0.5,"$GPGGA,232815.40,4317.9196299,N,11516.8774862,W,2,31,0.5,1650.9000,M,-18.2536,M,9.4,0131*4A","$GPRMC,232815.60,A,4317.9196267,N,11516.8774827,W,0.0,,060225,12.2,E,D*31"
12,84,196,112,0000-00-00 00:00:00+0000,43.298587,-115.281297,1650.6345,31,0.5,"$GPGGA,233001.00,4317.9152006,N,11516.8778188,W,2,31,0.5,1650.6345,M,-18.2537,M,2.8,0131*44","$GPRMC,233001.20,A,4317.9151990,N,11516.8778147,W,0.0,,060225,12.2,E,D*32"
13,93,196,103,0000-00-00 00:00:00+0000,43.298517,-115.281305,1650.6614,30,0.5,"$GPGGA,233021.00,4317.9110447,N,11516.8783094,W,2,30,0.5,1650.6614,M,-18.2537,M,4.8,0131*4F","$GPRMC,233021.20,A,4317.9110453,N,11516.8783071,W,0.0,,060225,12.2,E,D*37"
14,87,196,109,2025-02-06 23:30:39+0000,43.298447,-115.281316,1650.1823,30,0.5,"$GPGGA,233038.80,4317.9068055,N,11516.8789371,W,2,30,0.5,1650.1823,M,-18.2537,M,4.5,0131*44","$GPRMC,233039.00,A,4317.9068097,N,11516.8789374,W,0.0,,060225,12.2,E,D*32"
0,90,198,108,0000-00-00 00:00:00+0000,43.298375,-115.281314,1652.8752,30,0.5,"$GPGGA,233644.00,4317.9025147,N,11516.8788598,W,1,30,0.5,1652.8752,M,-18.2537,M,,*67","$GPRMC,233644.20,A,4317.9025151,N,11516.8788548,W,0.0,,060225,12.2,E,A*33"
0,93,198,105,2025-02-06 23:43:38+0000,43.298303,-115.281321,1650.7803,32,0.5,"$GPGGA,234337.80,4317.8981777,N,11516.8792365,W,2,32,0.5,1650.7803,M,-18.2537,M,3.5,0131*49","$GPRMC,234338.00,A,4317.8981738,N,11516.8792466,W,0.0,,060225,12.2,E,D*34"
1,90,198,108,0000-00-00 00:00:00+0000,43.298222,-115.281334,1648.8293,31,0.5,"$GPGGA,234400.20,4317.8933222,N,11516.8800126,W,2,31,0.5,1648.8293,M,-18.2538,M,1.9,0131*4A","$GPRMC,234400.40,A,4317.8933198,N,11516.8800210,W,0.1,,060225,12.2,E,D*3B"
2,86,198,112,0000-00-00 00:00:00+0000,43.298146,-115.281348,1647.7594,32,0.5,"$GPGGA,234420.20,4317.8887625,N,11516.8808541,W,2,32,0.5,1647.7594,M,-18.2538,M,3.9,0131*49","$GPRMC,234420.40,A,4317.8887652,N,11516.8808565,W,0.0,,060225,12.2,E,D*3A"
3,69,198,129,0000-00-00 00:00:00+0000,43.298077,-115.281361,1647.3642,32,0.5,"$GPGGA,234441.00,4317.8845951,N,11516.8816627,W,2,32,0.5,1647.3642,M,-18.2538,M,1.2,0131*47","$GPRMC,234441.20,A,4317.8846000,N,11516.8816645,W,0.0,,060225,12.2,E,D*39"
4,83,198,115,0000-00-00 00:00:00+0000,43.298006,-115.281373,1646.6344,31,0.5,"$GPGGA,234502.40,4317.8803614,N,11516.8823843,W,2,31,0.5,1646.6344,M,-18.2538,M,4.1,0131*41","$GPRMC,234502.60,A,4317.8803548,N,11516.8823795,W,0.0,,060225,12.2,E,D*39"
5,88,198,110,0000-00-00 00:00:00+0000,43.297938,-115.281375,1647.7317,32,0.5,"$GPGGA,234540.40,4317.8762662,N,11516.8825164,W,2,32,0.5,1647.7317,M,-18.2539,M,5.4,0131*44","$GPRMC,234540.60,A,4317.8762629,N,11516.8825098,W,0.1,,060225,12.2,E,D*3E"
6,67,198,131,0000-00-00 00:00:00+0000,43.297858,-115.281391,1648.2666,31,0.5,"$GPGGA,234609.00,4317.8714929,N,11516.8834365,W,2,31,0.5,1648.2666,M,-18.2539,M,4.7,0131*44","$GPRMC,234609.20,A,4317.8714930,N,11516.8834222,W,0.0,,060225,12.2,E,D*30"
7,85,198,113,2025-02-06 23:46:26+0000,43.297784,-115.281398,1648.6863,32,0.5,"$GPGGA,234625.80,4317.8670572,N,11516.8838950,W,2,32,0.5,1648.6863,M,-18.2539,M,6.1,0131*4B","$GPRMC,234626.00,A,4317.8670562,N,11516.8838935,W,0.1,,060225,12.2,E,D*37"
8,83,198,115,0000-00-00 00:00:00+0000,43.297718,-115.281408,1649.1277,31,0.5,"$GPGGA,234643.40,4317.8630832,N,11516.8844529,W,2,31,0.5,1649.1277,M,-18.2539,M,3.1,0131*4C","$GPRMC,234643.60,A,4317.8630925,N,11516.8844450,W,0.0,,060225,12.2,E,D*3D"
9,89,198,109,0000-00-00 00:00:00+0000,43.297659,-115.281415,1649.1462,31,0.5,"$GPGGA,234708.20,4317.8595565,N,11516.8848808,W,2,31,0.5,1649.1462,M,-18.2539,M,3.9,0131*4F","$GPRMC,234708.40,A,4317.8595599,N,11516.8848851,W,0.1,,060225,12.2,E,D*36"
10,88,198,110,2025-02-06 23:47:30+0000,43.297592,-115.281427,1649.5427,32,0.5,"$GPGGA,234729.80,4317.8555451,N,11516.8856421,W,2,32,0.5,1649.5427,M,-18.2540,M,1.5,0131*42","$GPRMC,234730.00,A,4317.8555433,N,11516.8856584,W,0.1,,060225,12.2,E,D*3E"
11,93,198,105,0000-00-00 00:00:00+0000,43.297524,-115.281434,1649.7959,31,0.5,"$GPGGA,234750.20,4317.8514497,N,11516.8860370,W,2,31,0.5,1649.7959,M,-18.2540,M,3.9,0131*44","$GPRMC,234750.20,A,4317.8514497,N,11516.8860370,W,0.0,,060225,12.2,E,D*38"
12,87,198,111,0000-00-00 00:00:00+0000,43.297461,-115.281441,1650.3887,32,0.5,"$GPGGA,234809.00,4317.8476723,N,11516.8864531,W,2,32,0.5,1650.3887,M,-18.2540,M,4.7,0131*4F","$GPRMC,234809.20,A,4317.8476719,N,11516.8864561,W,0.2,,060225,12.2,E,D*3B"
13,91,198,107,0000-00-00 00:00:00+0000,43.297445,-115.281525,1650.5419,31,0.5,"$GPGGA,234830.40,4317.8466808,N,11516.8914829,W,2,31,0.5,1650.5419,M,-18.2540,M,1.9,0131*41","$GPRMC,234830.60,A,4317.8466755,N,11516.8914834,W,0.0,,060225,12.2,E,D*35"
14,87,198,111,0000-00-00 00:00:00+0000,43.297424,-115.281616,1650.4059,32,0.5,"$GPGGA,234909.40,4317.8454461,N,11516.8969528,W,2,32,0.5,1650.4059,M,-18.2541,M,5.1,0131*41","$GPRMC,234909.60,A,4317.8454463,N,11516.8969480,W,0.1,,060225,12.2,E,D*31"
15,79,198,119,0000-00-00 00:00:00+0000,43.297403,-115.281713,1650.473,32,0.5,"$GPGGA,234933.40,4317.8441924,N,11516.9027632,W,2,32,0.5,1650.4730,M,-18.2541,M,4.4,0131*46","$GPRMC,234933.60,A,4317.8441939,N,11516.9027659,W,0.0,,060225,12.2,E,D*3B"
16,82,198,116,0000-00-00 00:00:00+0000,43.297379,-115.281786,1650.8285,32,0.5,"$GPGGA,234955.40,4317.8427220,N,11516.9071771,W,2,32,0.5,1650.8285,M,-18.2542,M,3.1,0131*4A","$GPRMC,234955.60,A,4317.8427227,N,11516.9071829,W,0.1,,060225,12.2,E,D*34"
17,84,198,114,0000-00-00 00:00:00+0000,43.297355,-115.281879,1651.1231,33,0.4,"$GPGGA,235013.20,4317.8412847,N,11516.9127428,W,2,33,0.4,1651.1231,M,-18.2542,M,3.0,0131*40","$GPRMC,235013.40,A,4317.8412880,N,11516.9127380,W,0.0,,060225,12.2,E,D*36"
18,79,198,119,0000-00-00 00:00:00+0000,43.297331,-115.281974,1651.3679,33,0.4,"$GPGGA,235034.60,4317.8398315,N,11516.9184215,W,2,33,0.4,1651.3679,M,-18.2543,M,2.8,0131*4B","$GPRMC,235034.80,A,4317.8398291,N,11516.9184196,W,0.0,,060225,12.2,E,D*3C"
19,83,198,115,0000-00-00 00:00:00+0000,43.297306,-115.282057,1651.2219,32,0.5,"$GPGGA,235054.40,4317.8383684,N,11516.9234264,W,2,32,0.5,1651.2219,M,-18.2543,M,2.7,0131*4A","$GPRMC,235054.60,A,4317.8383684,N,11516.9234264,W,0.1,,060225,12.2,E,D*39"
20,81,198,117,0000-00-00 00:00:00+0000,43.297283,-115.282149,1651.3902,33,0.4,"$GPGGA,235124.40,4317.8369914,N,11516.9289219,W,2,33,0.4,1651.3902,M,-18.2544,M,2.2,0131*40","$GPRMC,235124.60,A,4317.8369974,N,11516.9289217,W,0.0,,060225,12.2,E,D*38"
21,80,198,118,2025-02-06 23:51:48+0000,43.297256,-115.282246,1651.463,32,0.5,"$GPGGA,235147.80,4317.8353538,N,11516.9347517,W,2,32,0.5,1651.4630,M,-18.2544,M,1.6,0131*46","$GPRMC,235148.00,A,4317.8353529,N,11516.9347495,W,0.1,,060225,12.3,E,D*36"
22,80,198,118,0000-00-00 00:00:00+0000,43.297226,-115.282346,1651.194,33,0.4,"$GPGGA,235205.20,4317.8335586,N,11516.9407639,W,2,33,0.4,1651.1940,M,-18.2545,M,1.5,0131*4F","$GPRMC,235205.40,A,4317.8335569,N,11516.9407701,W,0.0,,060225,12.3,E,D*30"
23,92,198,106,0000-00-00 00:00:00+0000,43.297206,-115.282435,1651.2788,33,0.4,"$GPGGA,235226.20,4317.8323610,N,11516.9460968,W,2,33,0.4,1651.2788,M,-18.2545,M,4.0,0131*46","$GPRMC,235226.40,A,4317.8323565,N,11516.9461029,W,0.0,,060225,12.3,E,D*37"
24,113,198,85,0000-00-00 00:00:00+0000,43.297184,-115.282529,1651.4997,32,0.5,"$GPGGA,235249.40,4317.8310505,N,11516.9517231,W,2,32,0.5,1651.4997,M,-18.2546,M,3.2,0131*48","$GPRMC,235249.60,A,4317.8310490,N,11516.9517255,W,0.0,,060225,12.3,E,D*3E"
25,92,198,106,0000-00-00 00:00:00+0000,43.297154,-115.282618,1651.2981,33,0.4,"$GPGGA,235310.40,4317.8292534,N,11516.9570770,W,2,33,0.4,1651.2981,M,-18.2546,M,5.0,0131*48","$GPRMC,235310.60,A,4317.8292515,N,11516.9570741,W,0.0,,060225,12.3,E,D*35"
26,83,198,115,0000-00-00 00:00:00+0000,43.297126,-115.282718,1651.0565,33,0.4,"$GPGGA,235331.20,4317.8275401,N,11516.9630879,W,2,33,0.4,1651.0565,M,-18.2547,M,5.4,0131*43","$GPRMC,235331.40,A,4317.8275422,N,11516.9630842,W,0.0,,060225,12.3,E,D*33"
27,77,198,121,2025-02-06 23:54:00+0000,43.297097,-115.282817,1650.5089,33,0.4,"$GPGGA,235359.80,4317.8258102,N,11516.9690101,W,2,33,0.4,1650.5089,M,-18.2547,M,1.6,0131*47","$GPRMC,235400.00,A,4317.8258132,N,11516.9690051,W,0.0,,060225,12.3,E,D*39"
28,80,198,118,2025-02-06 23:54:20+0000,43.297072,-115.282913,1650.4429,33,0.4,"$GPGGA,235419.80,4317.8243366,N,11516.9747892,W,2,33,0.4,1650.4429,M,-18.2548,M,3.6,0131*44","$GPRMC,235420.00,A,4317.8243352,N,11516.9747894,W,0.0,,060225,12.3,E,D*3F"
29,76,198,122,0000-00-00 00:00:00+0000,43.297053,-115.283005,1649.7298,33,0.4,"$GPGGA,235440.40,4317.8231734,N,11516.9803187,W,2,33,0.4,1649.7298,M,-18.2548,M,4.1,0131*47","$GPRMC,235440.60,A,4317.8231690,N,11516.9803204,W,0.0,,060225,12.3,E,D*3D"
30,84,198,114,0000-00-00 00:00:00+0000,43.297029,-115.2831,1649.5589,33,0.4,"$GPGGA,235502.00,4317.8217631,N,11516.9860181,W,2,33,0.4,1649.5589,M,-18.2549,M,3.8,0131*4D","$GPRMC,235502.20,A,4317.8217643,N,11516.9860165,W,0.0,,060225,12.3,E,D*35"
31,83,198,115,2025-02-06 23:55:21+0000,43.297008,-115.283197,1649.9533,33,0.4,"$GPGGA,235520.80,4317.8204963,N,11516.9918457,W,2,33,0.4,1649.9533,M,-18.2550,M,4.3,0131*46","$GPRMC,235521.00,A,4317.8204996,N,11516.9918425,W,0.0,,060225,12.3,E,D*3C"
32,86,198,112,0000-00-00 00:00:00+0000,43.296985,-115.283301,1649.396,33,0.4,"$GPGGA,235542.20,4317.8191128,N,11516.9980338,W,2,33,0.4,1649.3960,M,-18.2550,M,2.0,0131*4A","$GPRMC,235542.40,A,4317.8191143,N,11516.9980333,W,0.0,,060225,12.3,E,D*33"
33,94,198,104,2025-02-06 23:56:09+0000,43.296963,-115.283404,1649.4205,33,0.4,"$GPGGA,235608.80,4317.8177676,N,11517.0042425,W,2,33,0.4,1649.4205,M,-18.2551,M,4.6,0131*43","$GPRMC,235609.00,A,4317.8177646,N,11517.0042547,W,0.2,231.3,060225,12.3,E,D*14"
34,89,198,109,0000-00-00 00:00:00+0000,43.296943,-115.283491,1649.4314,33,0.4,"$GPGGA,235630.00,4317.8166043,N,11517.0094354,W,2,33,0.4,1649.4314,M,-18.2551,M,1.8,0131*40","$GPRMC,235630.20,A,4317.8166076,N,11517.0094403,W,0.0,,060225,12.3,E,D*3C"
35,85,198,113,0000-00-00 00:00:00+0000,43.296925,-115.28359,1649.9631,33,0.4,"$GPGGA,235709.60,4317.8154922,N,11517.0153777,W,2,33,0.4,1649.9631,M,-18.2552,M,4.2,0131*4E","$GPRMC,235709.80,A,4317.8154877,N,11517.0153729,W,0.0,,060225,12.3,E,D*34"
36,87,198,111,0000-00-00 00:00:00+0000,43.296908,-115.283672,1650.0687,33,0.4,"$GPGGA,235743.40,4317.8144626,N,11517.0203144,W,2,33,0.4,1650.0687,M,-18.2552,M,3.2,0131*43","$GPRMC,235743.40,A,4317.8144626,N,11517.0203144,W,0.0,,060225,12.3,E,D*36"
37,91,198,107,0000-00-00 00:00:00+0000,43.296889,-115.283769,1650.0845,33,0.4,"$GPGGA,235802.20,4317.8133100,N,11517.0261335,W,2,33,0.4,1650.0845,M,-18.2553,M,4.0,0131*48","$GPRMC,235802.40,A,4317.8133102,N,11517.0261326,W,0.0,,060225,12.3,E,D*3F"
38,85,198,113,0000-00-00 00:00:00+0000,43.296867,-115.283871,1650.3917,33,0.4,"$GPGGA,235825.40,4317.8120493,N,11517.0322367,W,2,33,0.4,1650.3917,M,-18.2553,M,3.2,0131*47","$GPRMC,235825.60,A,4317.8120473,N,11517.0322279,W,0.0,,060225,12.3,E,D*34"
39,91,198,107,2025-02-06 23:58:51+0000,43.296848,-115.283963,1650.6242,33,0.4,"$GPGGA,235850.80,4317.8109021,N,11517.0377998,W,2,33,0.4,1650.6242,M,-18.2554,M,4.6,0131*4F","$GPRMC,235851.00,A,4317.8109053,N,11517.0377998,W,0.0,,060225,12.3,E,D*38"
40,88,198,110,2025-02-06 23:59:11+0000,43.296832,-115.284054,1650.6898,33,0.4,"$GPGGA,235910.80,4317.8099461,N,11517.0432473,W,2,33,0.4,1650.6898,M,-18.2554,M,3.0,0131*40","$GPRMC,235911.00,A,4317.8099458,N,11517.0432447,W,0.0,,060225,12.3,E,D*33"
